document_path,document_role,verification_epoch,legacy_origin,verification_class,current_verification_status,current_proof_eligible,revalidation_required,legacy_source_ids,status_reason
authority/governance/audit/IMPL_WATCHLIST_IMPLEMENTATION_AUDIT_REAL_PERSISTENCE_REVIEW_EXAMPLE.md,GOVERNANCE,WS-REBASELINE-20260819-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-WS-0056,Canonical/current process authority or registry.
authority/governance/audit/IMPL_WATCHLIST_IMPLEMENTATION_AUDIT_SHORT.md,GOVERNANCE,WS-REBASELINE-20260819-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-WS-0059,Canonical/current process authority or registry.
authority/governance/audit/IMPL_WATCHLIST_IMPLEMENTATION_CHANGE_IMPACT_MATRIX.md,GOVERNANCE,WS-REBASELINE-20260819-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-WS-0060,Canonical/current process authority or registry.
authority/governance/audit/IMPL_WATCHLIST_IMPLEMENTATION_CHECKLIST_FINAL.md,GOVERNANCE,WS-REBASELINE-20260819-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-WS-0061,Canonical/current process authority or registry.
authority/governance/audit/IMPL_WATCHLIST_IMPLEMENTATION_PROMPT_STANDARD.md,GOVERNANCE,WS-REBASELINE-20260819-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-WS-0062,Canonical/current process authority or registry.
authority/governance/audit/IMPL_WATCHLIST_LAYER_C_APPLICABILITY_RULE.md,GOVERNANCE,WS-REBASELINE-20260819-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-WS-0063,Canonical/current process authority or registry.
authority/governance/audit/README.md,NAVIGATION,WS-REBASELINE-20260819-001,YES,NAVIGATION,CURRENT_NAVIGATION,NO,NO,LS-WS-0066,Navigation only; no proof effect.
authority/governance/audit/WATCHLIST_AUDIT_CHECKLIST_FINAL.md,GOVERNANCE,WS-REBASELINE-20260819-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-WS-0067,Canonical/current process authority or registry.
authority/governance/audit/WATCHLIST_AUDIT_FOUNDATION.md,GOVERNANCE,WS-REBASELINE-20260819-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-WS-0068,Canonical/current process authority or registry.
authority/governance/audit/WATCHLIST_AUDIT_PROMPT_STANDARD.md,GOVERNANCE,WS-REBASELINE-20260819-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-WS-0069,Canonical/current process authority or registry.
authority/governance/audit/WATCHLIST_AUDIT_SHORT.md,GOVERNANCE,WS-REBASELINE-20260819-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-WS-0070,Canonical/current process authority or registry.
authority/strategy/README.md,NAVIGATION,WS-REBASELINE-20260819-001,YES,NAVIGATION,CURRENT_NAVIGATION,NO,NO,LS-WS-0538;LS-WS-0669,Navigation only; no proof effect.
authority/strategy/WS_CANDIDATE_CLASSIFICATION.md,STRATEGY,WS-REBASELINE-20260819-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-WS-0547,Canonical business strategy authority.
authority/strategy/WS_CANDIDATE_ELIGIBILITY_AND_SETUP.md,STRATEGY,WS-REBASELINE-20260819-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,Canonical business strategy authority.
authority/strategy/WS_D1_CONFIRM_ACTIONABILITY.md,STRATEGY,WS-REBASELINE-20260819-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-WS-0548,Canonical business strategy authority.
authority/strategy/WS_END_TO_END_STRATEGY_LIFECYCLE.md,STRATEGY,WS-REBASELINE-20260819-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,Canonical business strategy authority.
authority/strategy/WS_HISTORICAL_EVALUATION_STRATEGY.md,STRATEGY,WS-REBASELINE-20260819-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-WS-0550,Canonical business strategy authority.
authority/strategy/WS_IS_SUFFICIENCY_AND_WINNER_FREEZE.md,STRATEGY,WS-REBASELINE-20260819-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-WS-0554,Canonical business strategy authority.
authority/strategy/WS_MARKET_DATA_INPUT_REQUIREMENTS.md,STRATEGY,WS-REBASELINE-20260819-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,Canonical business strategy authority.
authority/strategy/WS_OOS_STRESS_SHADOW_AND_PRODUCTION_PROOF.md,STRATEGY,WS-REBASELINE-20260819-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-WS-0555,Canonical business strategy authority.
authority/strategy/WS_PLAN_SCORING_AND_TRADE_PLAN.md,STRATEGY,WS-REBASELINE-20260819-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-WS-0546,Canonical business strategy authority.
authority/strategy/WS_PRODUCT_OBJECTIVE_AND_LAYERS.md,STRATEGY,WS-REBASELINE-20260819-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-WS-0539,Canonical business strategy authority.
authority/strategy/WS_RUNTIME_FLOW.md,STRATEGY,WS-REBASELINE-20260819-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-WS-0540,Canonical business strategy authority.
authority/strategy/WS_SCOPE_AND_SUCCESS_CRITERIA.md,STRATEGY,WS-REBASELINE-20260819-001,YES,AUTHORITY,CURRENT_AUTHORITY,NO,NO,LS-WS-0073,Canonical business strategy authority.
authority/strategy/WS_TOP_PICKS_QUALIFICATION_AND_RANKING.md,STRATEGY,WS-REBASELINE-20260819-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,Canonical business strategy authority.
authority/strategy/WS_TOP_PICKS_RECOMMENDATION.md,STRATEGY,WS-REBASELINE-20260819-001,NO,AUTHORITY,CURRENT_AUTHORITY,NO,NO,,Canonical business strategy authority.
development/README.md,NAVIGATION,WS-REBASELINE-20260819-001,NO,NAVIGATION,CURRENT_NAVIGATION,NO,NO,,Navigation only; no proof effect.
development/findings/F-WS-20260819-02_ONE_DOCUMENT_ONE_ROLE_GAP.md,FINDING,WS-REBASELINE-20260819-001,NO,FINDING_RECORD,HISTORICAL_ONLY,NO,NO,,Pre-epoch finding lineage; reopen only with current evidence.
development/findings/F-WS-20260819-03_CURRENT_VERIFICATION_REBASELINE_GAP.md,FINDING,WS-REBASELINE-20260819-001,NO,GOVERNANCE_RECORD,CURRENT_GOVERNANCE_RECORD,NO,NO,,Issued during current rebaseline; not implementation proof.
development/findings/README.md,NAVIGATION,WS-REBASELINE-20260819-001,NO,NAVIGATION,CURRENT_NAVIGATION,NO,NO,,Navigation only; no proof effect.
development/findings/WS_BASELINE_INTEGRITY_ATTEMPT_GAP_2026-08-18.md,FINDING,WS-REBASELINE-20260819-001,NO,FINDING_RECORD,HISTORICAL_ONLY,NO,NO,,Pre-epoch finding lineage; reopen only with current evidence.
development/findings/WS_DOCUMENT_RECORDING_GOVERNANCE_GAP_2026-08-18.md,FINDING,WS-REBASELINE-20260819-001,NO,FINDING_RECORD,HISTORICAL_ONLY,NO,NO,,Pre-epoch finding lineage; reopen only with current evidence.
development/findings/WS_IMPLEMENTATION_RESIDUE_GOVERNANCE_GAP_2026-08-18.md,FINDING,WS-REBASELINE-20260819-001,NO,FINDING_RECORD,HISTORICAL_ONLY,NO,NO,,Pre-epoch finding lineage; reopen only with current evidence.
development/findings/WS_LEGACY_CORPUS_FULL_ROLE_NORMALIZATION_2026-08-18.md,FINDING,WS-REBASELINE-20260819-001,NO,FINDING_RECORD,HISTORICAL_ONLY,NO,NO,,Pre-epoch finding lineage; reopen only with current evidence.
development/findings/WS_MARKET_DATA_CROSS_DOMAIN_BINDING_GAPS_2026-08-17.md,FINDING,WS-REBASELINE-20260819-001,NO,FINDING_RECORD,HISTORICAL_ONLY,NO,NO,,Pre-epoch finding lineage; reopen only with current evidence.
development/findings/WS_RELATIONSHIP_INTEGRITY_HARDENING_GAP_2026-08-18.md,FINDING,WS-REBASELINE-20260819-001,NO,FINDING_RECORD,HISTORICAL_ONLY,NO,NO,,Pre-epoch finding lineage; reopen only with current evidence.
development/findings/WS_ROOT_DOCUMENT_ARCHITECTURE_AMBIGUITY_2026-08-18.md,FINDING,WS-REBASELINE-20260819-001,NO,FINDING_RECORD,HISTORICAL_ONLY,NO,NO,,Pre-epoch finding lineage; reopen only with current evidence.
development/findings/WS_SPLIT_SOURCE_DUPLICATION_GAP_2026-08-19.md,FINDING,WS-REBASELINE-20260819-001,NO,FINDING_RECORD,HISTORICAL_ONLY,NO,NO,,Pre-epoch finding lineage; reopen only with current evidence.
development/findings/WS_STAGE_REENTRY_AND_CLOSURE_GAP_2026-08-18.md,FINDING,WS-REBASELINE-20260819-001,NO,FINDING_RECORD,HISTORICAL_ONLY,NO,NO,,Pre-epoch finding lineage; reopen only with current evidence.
development/findings/WS_STRATEGY_AUDIT_QUALIFIED_TOP_PICKS_FINDINGS.md,FINDING,WS-REBASELINE-20260819-001,NO,FINDING_RECORD,HISTORICAL_ONLY,NO,NO,,Pre-epoch finding lineage; reopen only with current evidence.
development/findings/WS_STRATEGY_END_TO_END_COHERENCE_FINDINGS.md,FINDING,WS-REBASELINE-20260819-001,NO,FINDING_RECORD,HISTORICAL_ONLY,NO,NO,,Pre-epoch finding lineage; reopen only with current evidence.
development/findings/WS_STRATEGY_LAYER_ROLE_LEAKAGE_2026-08-16.md,FINDING,WS-REBASELINE-20260819-001,NO,FINDING_RECORD,HISTORICAL_ONLY,NO,NO,,Pre-epoch finding lineage; reopen only with current evidence.
development/findings/WS_STRATEGY_OPTIONAL_CONFIRM_NON_BLOCKING_FINDING.md,FINDING,WS-REBASELINE-20260819-001,NO,FINDING_RECORD,HISTORICAL_ONLY,NO,NO,,Pre-epoch finding lineage; reopen only with current evidence.
development/findings/WS_STRATEGY_TRACEABILITY_COVERAGE_GAP_2026-08-18.md,FINDING,WS-REBASELINE-20260819-001,NO,FINDING_RECORD,HISTORICAL_ONLY,NO,NO,,Pre-epoch finding lineage; reopen only with current evidence.
development/findings/WS_WORK_CORRELATION_CLOSURE_VISIBILITY_GAP_2026-08-18.md,FINDING,WS-REBASELINE-20260819-001,NO,FINDING_RECORD,HISTORICAL_ONLY,NO,NO,,Pre-epoch finding lineage; reopen only with current evidence.
development/implementation/CONFIRM_OPTIONAL_NON_BLOCKING_IMPLEMENTATION_GUARD.md,IMPLEMENTATION_CONTRACT,WS-REBASELINE-20260819-001,NO,IMPLEMENTATION_INPUT,NOT_ASSESSED_REVALIDATION_REQUIRED,NO,YES,,Existing behavior-bearing technical material must be revalidated stage-by-stage.
development/implementation/CURRENT_STATE.md,GENERATED_SUMMARY,WS-REBASELINE-20260819-001,NO,PROCESS_SUPPORT,CURRENT_PROCESS_SUPPORT,NO,NO,,Current orchestration/state support.
development/implementation/LUMEN_CONTRACT_TRACKER.md,STATUS_LEDGER,WS-REBASELINE-20260819-001,YES,STATUS_CONTAINER,CURRENT_STATUS_CONTAINER_REBASELINED,NO,NO,LS-WS-0064,Container remains current; pre-epoch entries historical-only.
development/implementation/LUMEN_IMPLEMENTATION_STATUS.md,STATUS_LEDGER,WS-REBASELINE-20260819-001,YES,STATUS_CONTAINER,CURRENT_STATUS_CONTAINER_REBASELINED,NO,NO,LS-WS-0065,Container remains current; pre-epoch entries historical-only.
development/implementation/MARKET_DATA_INTAKE_IMPLEMENTATION_CONTRACT.md,IMPLEMENTATION_CONTRACT,WS-REBASELINE-20260819-001,NO,IMPLEMENTATION_INPUT,NOT_ASSESSED_REVALIDATION_REQUIRED,NO,YES,,Existing behavior-bearing technical material must be revalidated stage-by-stage.
development/implementation/README.md,NAVIGATION,WS-REBASELINE-20260819-001,YES,NAVIGATION,CURRENT_NAVIGATION,NO,NO,LS-WS-0521;LS-WS-0621;LS-WS-0659,Navigation only; no proof effect.
development/implementation/STRATEGY_ALIGNMENT_REQUIRED.md,IMPLEMENTATION_GUIDE,WS-REBASELINE-20260819-001,NO,PROCESS_SUPPORT,CURRENT_PROCESS_SUPPORT,NO,NO,,Supports current verification process; not behavior proof.
development/implementation/WS_DEPENDENCY_REGISTRY.csv,REGISTRY,WS-REBASELINE-20260819-001,NO,REGISTRY,CURRENT_REGISTRY,NO,NO,,Current registry/index; not implementation proof.
development/implementation/WS_IMPLEMENTATION_BUILD_SEQUENCE.md,IMPLEMENTATION_GUIDE,WS-REBASELINE-20260819-001,NO,PROCESS_SUPPORT,CURRENT_PROCESS_SUPPORT,NO,NO,,Supports current verification process; not behavior proof.
development/implementation/WS_IMPLEMENTATION_STAGE_REGISTER.md,STAGE_REGISTER,WS-REBASELINE-20260819-001,NO,PROCESS_SUPPORT,CURRENT_PROCESS_SUPPORT,NO,NO,,Current orchestration/state support.
development/implementation/contracts/CONTRACT_FAILURE_CODES_LOCKED.md,IMPLEMENTATION_CONTRACT,WS-REBASELINE-20260819-001,YES,IMPLEMENTATION_INPUT,NOT_ASSESSED_REVALIDATION_REQUIRED,NO,YES,LS-WS-0536,Existing behavior-bearing technical material must be revalidated stage-by-stage.
development/implementation/contracts/CONTRACT_TESTS_GLOBAL.md,IMPLEMENTATION_CONTRACT,WS-REBASELINE-20260819-001,YES,IMPLEMENTATION_INPUT,NOT_ASSESSED_REVALIDATION_REQUIRED,NO,YES,LS-WS-0533,Existing behavior-bearing technical material must be revalidated stage-by-stage.
development/implementation/contracts/EXECUTION_CANONICAL_GLOBAL.md,IMPLEMENTATION_CONTRACT,WS-REBASELINE-20260819-001,YES,IMPLEMENTATION_INPUT,NOT_ASSESSED_REVALIDATION_REQUIRED,NO,YES,LS-WS-0534,Existing behavior-bearing technical material must be revalidated stage-by-stage.
development/implementation/contracts/PARAMSET_CONTRACT_GLOBAL.md,IMPLEMENTATION_CONTRACT,WS-REBASELINE-20260819-001,YES,IMPLEMENTATION_INPUT,NOT_ASSESSED_REVALIDATION_REQUIRED,NO,YES,LS-WS-0531,Existing behavior-bearing technical material must be revalidated stage-by-stage.
development/implementation/contracts/README.md,NAVIGATION,WS-REBASELINE-20260819-001,NO,NAVIGATION,CURRENT_NAVIGATION,NO,NO,,Navigation only; no proof effect.
development/implementation/contracts/SCHEMA_PARITY_RULES.md,IMPLEMENTATION_CONTRACT,WS-REBASELINE-20260819-001,YES,IMPLEMENTATION_INPUT,NOT_ASSESSED_REVALIDATION_REQUIRED,NO,YES,LS-WS-0535,Existing behavior-bearing technical material must be revalidated stage-by-stage.
development/implementation/contracts/VALIDATOR_SPEC_GLOBAL.md,IMPLEMENTATION_CONTRACT,WS-REBASELINE-20260819-001,YES,IMPLEMENTATION_INPUT,NOT_ASSESSED_REVALIDATION_REQUIRED,NO,YES,LS-WS-0532,Existing behavior-bearing technical material must be revalidated stage-by-stage.
development/implementation/contracts/WS_BACKTEST_ARTIFACT_MANIFEST_LOCKED.md,IMPLEMENTATION_CONTRACT,WS-REBASELINE-20260819-001,YES,IMPLEMENTATION_INPUT,NOT_ASSESSED_REVALIDATION_REQUIRED,NO,YES,LS-WS-0556,Existing behavior-bearing technical material must be revalidated stage-by-stage.
development/implementation/contracts/WS_BACKTEST_EVALUATION_TECHNICAL_CONTRACT.md,IMPLEMENTATION_CONTRACT,WS-REBASELINE-20260819-001,NO,IMPLEMENTATION_INPUT,NOT_ASSESSED_REVALIDATION_REQUIRED,NO,YES,,Existing behavior-bearing technical material must be revalidated stage-by-stage.
development/implementation/contracts/WS_BACKTEST_OOS_RUNTIME_IMPLEMENTATION_CONTRACT.md,IMPLEMENTATION_CONTRACT,WS-REBASELINE-20260819-001,NO,IMPLEMENTATION_INPUT,NOT_ASSESSED_REVALIDATION_REQUIRED,NO,YES,,Existing behavior-bearing technical material must be revalidated stage-by-stage.
development/implementation/contracts/WS_BACKTEST_PERSISTENCE_AND_UNIVERSE_SCHEMA_CONTRACT.md,IMPLEMENTATION_CONTRACT,WS-REBASELINE-20260819-001,NO,IMPLEMENTATION_INPUT,NOT_ASSESSED_REVALIDATION_REQUIRED,NO,YES,,Existing behavior-bearing technical material must be revalidated stage-by-stage.
development/implementation/contracts/WS_DATA_MODEL_MARIADB.md,IMPLEMENTATION_CONTRACT,WS-REBASELINE-20260819-001,YES,IMPLEMENTATION_INPUT,NOT_ASSESSED_REVALIDATION_REQUIRED,NO,YES,LS-WS-0541,Existing behavior-bearing technical material must be revalidated stage-by-stage.
development/implementation/contracts/WS_INTRADAY_SNAPSHOT_TABLES.md,IMPLEMENTATION_CONTRACT,WS-REBASELINE-20260819-001,YES,IMPLEMENTATION_INPUT,NOT_ASSESSED_REVALIDATION_REQUIRED,NO,YES,LS-WS-0549,Existing behavior-bearing technical material must be revalidated stage-by-stage.
development/implementation/contracts/WS_PARAMETER_REGISTRY_COMPLETE.md,IMPLEMENTATION_CONTRACT,WS-REBASELINE-20260819-001,YES,IMPLEMENTATION_INPUT,NOT_ASSESSED_REVALIDATION_REQUIRED,NO,YES,LS-WS-0543,Existing behavior-bearing technical material must be revalidated stage-by-stage.
development/implementation/contracts/WS_PARAMSET_JSON_CONTRACT.md,IMPLEMENTATION_CONTRACT,WS-REBASELINE-20260819-001,YES,IMPLEMENTATION_INPUT,NOT_ASSESSED_REVALIDATION_REQUIRED,NO,YES,LS-WS-0542,Existing behavior-bearing technical material must be revalidated stage-by-stage.
development/implementation/contracts/WS_PARAMSET_VALIDATOR_SPEC.md,IMPLEMENTATION_CONTRACT,WS-REBASELINE-20260819-001,YES,IMPLEMENTATION_INPUT,NOT_ASSESSED_REVALIDATION_REQUIRED,NO,YES,LS-WS-0544,Existing behavior-bearing technical material must be revalidated stage-by-stage.
development/implementation/contracts/WS_REASON_CODES_AND_HASH.md,IMPLEMENTATION_CONTRACT,WS-REBASELINE-20260819-001,YES,IMPLEMENTATION_INPUT,NOT_ASSESSED_REVALIDATION_REQUIRED,NO,YES,LS-WS-0545,Existing behavior-bearing technical material must be revalidated stage-by-stage.
development/implementation/contracts/WS_RECOMMENDATION_INPUT_OUTPUT_CONTRACT.md,IMPLEMENTATION_CONTRACT,WS-REBASELINE-20260819-001,YES,IMPLEMENTATION_INPUT,NOT_ASSESSED_REVALIDATION_REQUIRED,NO,YES,LS-WS-0561,Existing behavior-bearing technical material must be revalidated stage-by-stage.
development/implementation/db/BACKTEST_OOS_RUNTIME_GAP_CLOSURE.sql,IMPLEMENTATION_DB,WS-REBASELINE-20260819-001,YES,IMPLEMENTATION_INPUT,NOT_ASSESSED_REVALIDATION_REQUIRED,NO,YES,LS-WS-0611,Existing behavior-bearing technical material must be revalidated stage-by-stage.
development/implementation/db/BACKTEST_OOS_RUNTIME_VERIFY.sql,IMPLEMENTATION_DB,WS-REBASELINE-20260819-001,YES,IMPLEMENTATION_INPUT,NOT_ASSESSED_REVALIDATION_REQUIRED,NO,YES,LS-WS-0612,Existing behavior-bearing technical material must be revalidated stage-by-stage.
development/implementation/db/BACKTEST_PARAM_GRID_SEED.sql,IMPLEMENTATION_DB,WS-REBASELINE-20260819-001,YES,IMPLEMENTATION_INPUT,NOT_ASSESSED_REVALIDATION_REQUIRED,NO,YES,LS-WS-0613,Existing behavior-bearing technical material must be revalidated stage-by-stage.
development/implementation/db/BACKTEST_SCHEMA_DDL.sql,IMPLEMENTATION_DB,WS-REBASELINE-20260819-001,YES,IMPLEMENTATION_INPUT,NOT_ASSESSED_REVALIDATION_REQUIRED,NO,YES,LS-WS-0614,Existing behavior-bearing technical material must be revalidated stage-by-stage.
