old_path,new_path
docs/watchlist/evidence/WS_BREAKOUT_INTEGRITY_B01_OFFICIAL_OOS_LOCK.md,docs/watchlist/records/evidence/WS_BREAKOUT_INTEGRITY_B01_OFFICIAL_OOS_LOCK.md
docs/watchlist/evidence/WS_OOS_EVIDENCE_NOTE.md,docs/watchlist/records/evidence/WS_OOS_EVIDENCE_NOTE.md
docs/watchlist/evidence/artifacts/c02-forensic-summary.csv,docs/watchlist/records/evidence/artifacts/c02-forensic-summary.csv
docs/watchlist/evidence/artifacts/c03-forensic-summary.csv,docs/watchlist/records/evidence/artifacts/c03-forensic-summary.csv
docs/watchlist/evidence/artifacts/c04-forensic-summary.csv,docs/watchlist/records/evidence/artifacts/c04-forensic-summary.csv
docs/watchlist/evidence/artifacts/c05-forensic-summary.csv,docs/watchlist/records/evidence/artifacts/c05-forensic-summary.csv
docs/watchlist/evidence/artifacts/c06-forensic-summary.csv,docs/watchlist/records/evidence/artifacts/c06-forensic-summary.csv
docs/watchlist/evidence/artifacts/c07-forensic-summary.csv,docs/watchlist/records/evidence/artifacts/c07-forensic-summary.csv
docs/watchlist/evidence/artifacts/c07-scoped-drilldown-summary.csv,docs/watchlist/records/evidence/artifacts/c07-scoped-drilldown-summary.csv
docs/watchlist/evidence/artifacts/c08-batched-c07-drilldown-summary.csv,docs/watchlist/records/evidence/artifacts/c08-batched-c07-drilldown-summary.csv
docs/watchlist/evidence/artifacts/c09-batched-c07-nullable-context-summary.csv,docs/watchlist/records/evidence/artifacts/c09-batched-c07-nullable-context-summary.csv
docs/watchlist/evidence/artifacts/c10-batched-c07-exit-model-summary.csv,docs/watchlist/records/evidence/artifacts/c10-batched-c07-exit-model-summary.csv
docs/watchlist/evidence/artifacts/c11-exit-model-contract-audit.json,docs/watchlist/records/evidence/artifacts/c11-exit-model-contract-audit.json
docs/watchlist/evidence/artifacts/c12-exit-model-redesign-contract.json,docs/watchlist/records/evidence/artifacts/c12-exit-model-redesign-contract.json
docs/watchlist/evidence/artifacts/c13-exit-axis-support-audit.json,docs/watchlist/records/evidence/artifacts/c13-exit-axis-support-audit.json
docs/watchlist/evidence/artifacts/c14-forensic-summary.csv,docs/watchlist/records/evidence/artifacts/c14-forensic-summary.csv
docs/watchlist/evidence/artifacts/c14-is-run-1.json,docs/watchlist/records/evidence/artifacts/c14-is-run-1.json
docs/watchlist/evidence/artifacts/c14-is-run-2.json,docs/watchlist/records/evidence/artifacts/c14-is-run-2.json
docs/watchlist/evidence/artifacts/c15-final-evidence-summary.json,docs/watchlist/records/evidence/artifacts/c15-final-evidence-summary.json
docs/watchlist/evidence/artifacts/c15-fix4-param-summary.csv,docs/watchlist/records/evidence/artifacts/c15-fix4-param-summary.csv
docs/watchlist/evidence/artifacts/c15-root-cause-cross-catalog-summary.csv,docs/watchlist/records/evidence/artifacts/c15-root-cause-cross-catalog-summary.csv
docs/watchlist/evidence/artifacts/c15-root-cause-decision-supersession-note.json,docs/watchlist/records/evidence/artifacts/c15-root-cause-decision-supersession-note.json
docs/watchlist/evidence/artifacts/c15-root-cause-decision.json,docs/watchlist/records/evidence/artifacts/c15-root-cause-decision.json
docs/watchlist/evidence/artifacts/c15-root-cause-param-metrics.csv,docs/watchlist/records/evidence/artifacts/c15-root-cause-param-metrics.csv
docs/watchlist/evidence/artifacts/c16-source-implementation-summary.json,docs/watchlist/records/evidence/artifacts/c16-source-implementation-summary.json
docs/watchlist/evidence/artifacts/c17-drilldown-summary.csv,docs/watchlist/records/evidence/artifacts/c17-drilldown-summary.csv
docs/watchlist/evidence/artifacts/c17-final-evidence-summary.json,docs/watchlist/records/evidence/artifacts/c17-final-evidence-summary.json
docs/watchlist/evidence/artifacts/c17-is-run-1.json,docs/watchlist/records/evidence/artifacts/c17-is-run-1.json
docs/watchlist/evidence/artifacts/c17-source-implementation-summary.json,docs/watchlist/records/evidence/artifacts/c17-source-implementation-summary.json
docs/watchlist/evidence/artifacts/c171-final-bounded-remediation-catalog-decision.json,docs/watchlist/records/evidence/artifacts/c171-final-bounded-remediation-catalog-decision.json
docs/watchlist/evidence/artifacts/c171-final-failed-not-ready-closure-decision.json,docs/watchlist/records/evidence/artifacts/c171-final-failed-not-ready-closure-decision.json
docs/watchlist/evidence/artifacts/c171-immutable-draft-paramset-candidate-design.json,docs/watchlist/records/evidence/artifacts/c171-immutable-draft-paramset-candidate-design.json
docs/watchlist/evidence/artifacts/c171-immutable-draft-paramset-candidate-proxy-metrics.csv,docs/watchlist/records/evidence/artifacts/c171-immutable-draft-paramset-candidate-proxy-metrics.csv
docs/watchlist/evidence/artifacts/c171-low-price-execution-quality-c01-draft-catalog-design.json,docs/watchlist/records/evidence/artifacts/c171-low-price-execution-quality-c01-draft-catalog-design.json
docs/watchlist/evidence/artifacts/c18-final-diagnostic-evidence-summary.json,docs/watchlist/records/evidence/artifacts/c18-final-diagnostic-evidence-summary.json
docs/watchlist/evidence/artifacts/c18-funnel-diagnostic-design-summary.json,docs/watchlist/records/evidence/artifacts/c18-funnel-diagnostic-design-summary.json
docs/watchlist/evidence/artifacts/c19-final-diagnostic-result-summary.json,docs/watchlist/records/evidence/artifacts/c19-final-diagnostic-result-summary.json
docs/watchlist/evidence/artifacts/c19-quality-recovery-tahap-5b-source-summary.json,docs/watchlist/records/evidence/artifacts/c19-quality-recovery-tahap-5b-source-summary.json
docs/watchlist/evidence/artifacts/c19-quality-recovery-tahap-5c-source-summary.json,docs/watchlist/records/evidence/artifacts/c19-quality-recovery-tahap-5c-source-summary.json
docs/watchlist/evidence/artifacts/c19-quality-recovery-tuning-diagnostic-fastfix-summary.json,docs/watchlist/records/evidence/artifacts/c19-quality-recovery-tuning-diagnostic-fastfix-summary.json
docs/watchlist/evidence/artifacts/c19-quality-recovery-tuning-diagnostic-source-summary.json,docs/watchlist/records/evidence/artifacts/c19-quality-recovery-tuning-diagnostic-source-summary.json
docs/watchlist/evidence/artifacts/c19-selection-model-redesign-analysis.json,docs/watchlist/records/evidence/artifacts/c19-selection-model-redesign-analysis.json
docs/watchlist/evidence/artifacts/c20-final-diagnostic-result-summary.json,docs/watchlist/records/evidence/artifacts/c20-final-diagnostic-result-summary.json
docs/watchlist/evidence/artifacts/c20-regime-trade-date-diagnostic-source-summary.json,docs/watchlist/records/evidence/artifacts/c20-regime-trade-date-diagnostic-source-summary.json
docs/watchlist/evidence/artifacts/c21-entry-exit-behavior-diagnostic-source-summary.json,docs/watchlist/records/evidence/artifacts/c21-entry-exit-behavior-diagnostic-source-summary.json
docs/watchlist/evidence/artifacts/c21-final-diagnostic-result-summary.json,docs/watchlist/records/evidence/artifacts/c21-final-diagnostic-result-summary.json
docs/watchlist/evidence/artifacts/c22-exit-capture-shadow-diagnostic-source-summary.json,docs/watchlist/records/evidence/artifacts/c22-exit-capture-shadow-diagnostic-source-summary.json
docs/watchlist/evidence/artifacts/c22-final-diagnostic-result-summary.json,docs/watchlist/records/evidence/artifacts/c22-final-diagnostic-result-summary.json
docs/watchlist/evidence/artifacts/c23-first-profit-capture-rule-diagnostic-source-summary.json,docs/watchlist/records/evidence/artifacts/c23-first-profit-capture-rule-diagnostic-source-summary.json
docs/watchlist/evidence/artifacts/c24-c22-shadow-gap-bridge-diagnostic-source-summary.json,docs/watchlist/records/evidence/artifacts/c24-c22-shadow-gap-bridge-diagnostic-source-summary.json
docs/watchlist/evidence/artifacts/c25-no-signal-fallback-delay-diagnostic-source-summary.json,docs/watchlist/records/evidence/artifacts/c25-no-signal-fallback-delay-diagnostic-source-summary.json
docs/watchlist/evidence/artifacts/c26-catalog-candidate-diagnostic-source-summary.json,docs/watchlist/records/evidence/artifacts/c26-catalog-candidate-diagnostic-source-summary.json
docs/watchlist/evidence/artifacts/c27-catalog-candidate-raw-ohlc-validation-source-summary.json,docs/watchlist/records/evidence/artifacts/c27-catalog-candidate-raw-ohlc-validation-source-summary.json
docs/watchlist/evidence/artifacts/c28-rule-revision-tiebreak-diagnostic-source-summary.json,docs/watchlist/records/evidence/artifacts/c28-rule-revision-tiebreak-diagnostic-source-summary.json
docs/watchlist/evidence/backtest/C29_OOS_PROOF.md,docs/watchlist/records/evidence/backtest/C29_OOS_PROOF.md
docs/watchlist/evidence/backtest/C64_PRE_OOS_OR_OOS_PROOF_EXEC.md,docs/watchlist/records/evidence/backtest/C64_PRE_OOS_OR_OOS_PROOF_EXEC.md
docs/watchlist/evidence/runs/C02_OP_CMDS.md,docs/watchlist/records/evidence/runs/C02_OP_CMDS.md
docs/watchlist/evidence/runs/C03_OP_CMDS.md,docs/watchlist/records/evidence/runs/C03_OP_CMDS.md
docs/watchlist/evidence/runs/C04_OP_CMDS.md,docs/watchlist/records/evidence/runs/C04_OP_CMDS.md
docs/watchlist/evidence/runs/C05_OP_CMDS.md,docs/watchlist/records/evidence/runs/C05_OP_CMDS.md
docs/watchlist/evidence/runs/C06_OP_CMDS.md,docs/watchlist/records/evidence/runs/C06_OP_CMDS.md
docs/watchlist/evidence/runs/C07_OP_CMDS.md,docs/watchlist/records/evidence/runs/C07_OP_CMDS.md
docs/watchlist/evidence/runs/C08_OP_CMDS.md,docs/watchlist/records/evidence/runs/C08_OP_CMDS.md
docs/watchlist/evidence/runs/C08_RUN_PAYLOAD_AND_BATCHED_C07_DRILLDOWN_FINAL_RESULT.md,docs/watchlist/records/evidence/runs/C08_RUN_PAYLOAD_AND_BATCHED_C07_DRILLDOWN_FINAL_RESULT.md
docs/watchlist/evidence/runs/C09_NULLABLE_EVENT_CONTEXT_RUN_COVERAGE_FINAL_RESULT.md,docs/watchlist/records/evidence/runs/C09_NULLABLE_EVENT_CONTEXT_RUN_COVERAGE_FINAL_RESULT.md
docs/watchlist/evidence/runs/C09_OP_CMDS.md,docs/watchlist/records/evidence/runs/C09_OP_CMDS.md
docs/watchlist/evidence/runs/C100_OP_CMDS.md,docs/watchlist/records/evidence/runs/C100_OP_CMDS.md
docs/watchlist/evidence/runs/C100_REH_RESULT.md,docs/watchlist/records/evidence/runs/C100_REH_RESULT.md
docs/watchlist/evidence/runs/C101_OP_CMDS.md,docs/watchlist/records/evidence/runs/C101_OP_CMDS.md
docs/watchlist/evidence/runs/C102_OP_CMDS.md,docs/watchlist/records/evidence/runs/C102_OP_CMDS.md
docs/watchlist/evidence/runs/C103_OP_CMDS.md,docs/watchlist/records/evidence/runs/C103_OP_CMDS.md
docs/watchlist/evidence/runs/C103_REH_DONE_BOUNDARY.md,docs/watchlist/records/evidence/runs/C103_REH_DONE_BOUNDARY.md
docs/watchlist/evidence/runs/C104_OP_CMDS.md,docs/watchlist/records/evidence/runs/C104_OP_CMDS.md
docs/watchlist/evidence/runs/C104_REH_HANDOFF_READY.md,docs/watchlist/records/evidence/runs/C104_REH_HANDOFF_READY.md
docs/watchlist/evidence/runs/C105_OP_CMDS.md,docs/watchlist/records/evidence/runs/C105_OP_CMDS.md
docs/watchlist/evidence/runs/C105_REH_HANDOFF_FINAL_REVIEW.md,docs/watchlist/records/evidence/runs/C105_REH_HANDOFF_FINAL_REVIEW.md
docs/watchlist/evidence/runs/C106_OP_CMDS.md,docs/watchlist/records/evidence/runs/C106_OP_CMDS.md
docs/watchlist/evidence/runs/C106_REH_HANDOFF_DONE_BOUNDARY.md,docs/watchlist/records/evidence/runs/C106_REH_HANDOFF_DONE_BOUNDARY.md
docs/watchlist/evidence/runs/C107_OP_CMDS.md,docs/watchlist/records/evidence/runs/C107_OP_CMDS.md
docs/watchlist/evidence/runs/C107_REH_HANDOFF_CLOSURE_SEAL_REVIEW.md,docs/watchlist/records/evidence/runs/C107_REH_HANDOFF_CLOSURE_SEAL_REVIEW.md
docs/watchlist/evidence/runs/C108_OP_CMDS.md,docs/watchlist/records/evidence/runs/C108_OP_CMDS.md
docs/watchlist/evidence/runs/C108_REH_ARCH_REVIEW.md,docs/watchlist/records/evidence/runs/C108_REH_ARCH_REVIEW.md
docs/watchlist/evidence/runs/C109_OP_CMDS.md,docs/watchlist/records/evidence/runs/C109_OP_CMDS.md
docs/watchlist/evidence/runs/C109_REH_ARCH_REVIEW.md,docs/watchlist/records/evidence/runs/C109_REH_ARCH_REVIEW.md
docs/watchlist/evidence/runs/C10_OP_CMDS.md,docs/watchlist/records/evidence/runs/C10_OP_CMDS.md
docs/watchlist/evidence/runs/C110_OP_CMDS.md,docs/watchlist/records/evidence/runs/C110_OP_CMDS.md
docs/watchlist/evidence/runs/C110_REH_ARCH_SEAL_REVIEW.md,docs/watchlist/records/evidence/runs/C110_REH_ARCH_SEAL_REVIEW.md
docs/watchlist/evidence/runs/C111_OP_CMDS.md,docs/watchlist/records/evidence/runs/C111_OP_CMDS.md
docs/watchlist/evidence/runs/C112_OP_CMDS.md,docs/watchlist/records/evidence/runs/C112_OP_CMDS.md
docs/watchlist/evidence/runs/C113_OP_CMDS.md,docs/watchlist/records/evidence/runs/C113_OP_CMDS.md
docs/watchlist/evidence/runs/C113_PROD_READY.md,docs/watchlist/records/evidence/runs/C113_PROD_READY.md
docs/watchlist/evidence/runs/C114_OP_CMDS.md,docs/watchlist/records/evidence/runs/C114_OP_CMDS.md
docs/watchlist/evidence/runs/C114_PROD_RUN_WIRING_READY.md,docs/watchlist/records/evidence/runs/C114_PROD_RUN_WIRING_READY.md
docs/watchlist/evidence/runs/C115_OP_CMDS.md,docs/watchlist/records/evidence/runs/C115_OP_CMDS.md
docs/watchlist/evidence/runs/C116_OP_CMDS.md,docs/watchlist/records/evidence/runs/C116_OP_CMDS.md
docs/watchlist/evidence/runs/C116_WIRING_EXEC_REVIEW.md,docs/watchlist/records/evidence/runs/C116_WIRING_EXEC_REVIEW.md
docs/watchlist/evidence/runs/C117_OP_CMDS.md,docs/watchlist/records/evidence/runs/C117_OP_CMDS.md
docs/watchlist/evidence/runs/C117_WIRING_OBS_REVIEW.md,docs/watchlist/records/evidence/runs/C117_WIRING_OBS_REVIEW.md
docs/watchlist/evidence/runs/C118_OP_CMDS.md,docs/watchlist/records/evidence/runs/C118_OP_CMDS.md
docs/watchlist/evidence/runs/C118_WIRING_OBS_RESULT.md,docs/watchlist/records/evidence/runs/C118_WIRING_OBS_RESULT.md
docs/watchlist/evidence/runs/C119_OP_CMDS.md,docs/watchlist/records/evidence/runs/C119_OP_CMDS.md
docs/watchlist/evidence/runs/C11_EXIT_MODEL_CONTRACT_AUDIT_FINAL_RESULT.md,docs/watchlist/records/evidence/runs/C11_EXIT_MODEL_CONTRACT_AUDIT_FINAL_RESULT.md
docs/watchlist/evidence/runs/C11_OP_CMDS.md,docs/watchlist/records/evidence/runs/C11_OP_CMDS.md
docs/watchlist/evidence/runs/C120_OP_CMDS.md,docs/watchlist/records/evidence/runs/C120_OP_CMDS.md
docs/watchlist/evidence/runs/C121_OP_CMDS.md,docs/watchlist/records/evidence/runs/C121_OP_CMDS.md
docs/watchlist/evidence/runs/C121_WIRING_DONE_BOUNDARY.md,docs/watchlist/records/evidence/runs/C121_WIRING_DONE_BOUNDARY.md
docs/watchlist/evidence/runs/C122_OP_CMDS.md,docs/watchlist/records/evidence/runs/C122_OP_CMDS.md
docs/watchlist/evidence/runs/C122_WIRING_HANDOFF_READY.md,docs/watchlist/records/evidence/runs/C122_WIRING_HANDOFF_READY.md
docs/watchlist/evidence/runs/C123_OP_CMDS.md,docs/watchlist/records/evidence/runs/C123_OP_CMDS.md
docs/watchlist/evidence/runs/C123_WIRING_HANDOFF_FINAL_REVIEW.md,docs/watchlist/records/evidence/runs/C123_WIRING_HANDOFF_FINAL_REVIEW.md
docs/watchlist/evidence/runs/C124_OP_CMDS.md,docs/watchlist/records/evidence/runs/C124_OP_CMDS.md
docs/watchlist/evidence/runs/C124_WIRING_HANDOFF_DONE_BOUNDARY.md,docs/watchlist/records/evidence/runs/C124_WIRING_HANDOFF_DONE_BOUNDARY.md
docs/watchlist/evidence/runs/C125_OP_CMDS.md,docs/watchlist/records/evidence/runs/C125_OP_CMDS.md
docs/watchlist/evidence/runs/C125_WIRING_HANDOFF_CLOSURE_SEAL_REVIEW.md,docs/watchlist/records/evidence/runs/C125_WIRING_HANDOFF_CLOSURE_SEAL_REVIEW.md
docs/watchlist/evidence/runs/C126_OP_CMDS.md,docs/watchlist/records/evidence/runs/C126_OP_CMDS.md
docs/watchlist/evidence/runs/C126_WIRING_ARCH_REVIEW.md,docs/watchlist/records/evidence/runs/C126_WIRING_ARCH_REVIEW.md
docs/watchlist/evidence/runs/C127_OP_CMDS.md,docs/watchlist/records/evidence/runs/C127_OP_CMDS.md
docs/watchlist/evidence/runs/C127_WIRING_ARCH_REVIEW.md,docs/watchlist/records/evidence/runs/C127_WIRING_ARCH_REVIEW.md
docs/watchlist/evidence/runs/C128_OP_CMDS.md,docs/watchlist/records/evidence/runs/C128_OP_CMDS.md
docs/watchlist/evidence/runs/C128_WIRING_ARCH_SEAL_REVIEW.md,docs/watchlist/records/evidence/runs/C128_WIRING_ARCH_SEAL_REVIEW.md
docs/watchlist/evidence/runs/C129_OP_CMDS.md,docs/watchlist/records/evidence/runs/C129_OP_CMDS.md
docs/watchlist/evidence/runs/C12_OP_CMDS.md,docs/watchlist/records/evidence/runs/C12_OP_CMDS.md
docs/watchlist/evidence/runs/C130_LIVE_ACT_READY.md,docs/watchlist/records/evidence/runs/C130_LIVE_ACT_READY.md
