document_id,document_path,document_role,legacy_source_id,strategy_authority_id
MD-DOC-00037,authority/governance/audit/IMPL_MARKET_DATA_IMPLEMENTATION_AUDIT_FOUNDATION.md,GOVERNANCE,,
MD-DOC-00038,authority/governance/audit/IMPL_MARKET_DATA_IMPLEMENTATION_CHECKLIST_FINAL.md,GOVERNANCE,,
MD-DOC-00039,authority/governance/audit/IMPL_MARKET_DATA_IMPLEMENTATION_PROMPT_STANDARD.md,GOVERNANCE,,
MD-DOC-00040,authority/governance/audit/IMPL_MARKET_DATA_LAYER_C_APPLICABILITY_RULE.md,GOVERNANCE,,
MD-DOC-00041,authority/governance/audit/MARKET_DATA_AUDIT_CHECKLIST_FINAL.md,GOVERNANCE,,
MD-DOC-00042,authority/governance/audit/MARKET_DATA_AUDIT_FOUNDATION.md,GOVERNANCE,,
MD-DOC-00043,authority/governance/audit/MARKET_DATA_AUDIT_PROMPT_STANDARD.md,GOVERNANCE,,
MD-DOC-00044,authority/governance/audit/MARKET_DATA_AUDIT_SHORT.md,GOVERNANCE,,
MD-DOC-00045,authority/governance/audit/README.md,GOVERNANCE,,
MD-DOC-00046,authority/strategy/MARKET_DATA_PLATFORM_EOD_BASELINE.md,STRATEGY,LS-MD-0214,MD-S001
MD-DOC-00047,authority/strategy/README.md,NAVIGATION,,
MD-DOC-00048,authority/strategy/backtest/Backtest_Metrics_and_Acceptance_Criteria_LOCKED.md,STRATEGY,LS-MD-0054,MD-S002
MD-DOC-00049,authority/strategy/backtest/Historical_Replay_and_Data_Quality_Backtest.md,STRATEGY,LS-MD-0055,MD-S003
MD-DOC-00050,authority/strategy/backtest/Point_In_Time_Backtest_Input_Contract_LOCKED.md,STRATEGY,LS-MD-0056,MD-S004
MD-DOC-00051,authority/strategy/book/Audit_Hash_and_Reproducibility_Contract_LOCKED.md,STRATEGY,LS-MD-0058,MD-S005
MD-DOC-00052,authority/strategy/book/CONSUMER_READ_CONTRACT_LOCKED.md,STRATEGY,LS-MD-0061,MD-S006
MD-DOC-00053,authority/strategy/book/Canonical_Row_History_and_Versioning_Policy_LOCKED.md,STRATEGY,LS-MD-0059,MD-S007
MD-DOC-00054,authority/strategy/book/Canonicalization_Contract_EOD_Bars.md,STRATEGY,LS-MD-0060,MD-S008
MD-DOC-00055,authority/strategy/book/Consumer_Readability_Decision_Table_LOCKED.md,STRATEGY,LS-MD-0062,MD-S009
MD-DOC-00056,authority/strategy/book/Corporate_Action_Impact_Flags_Contract.md,STRATEGY,LS-MD-0065,MD-S010
MD-DOC-00057,authority/strategy/book/Corporate_Action_and_Adjustment_Policy.md,STRATEGY,LS-MD-0063,MD-S011
MD-DOC-00058,authority/strategy/book/Corporate_Action_and_Adjustment_Policy_Selected_Defaults_LOCKED.md,STRATEGY,LS-MD-0064,MD-S012
MD-DOC-00059,authority/strategy/book/Correction_Lifecycle_Safety_Contract.md,STRATEGY,LS-MD-0066,MD-S013
MD-DOC-00060,authority/strategy/book/Coverage_Edge_Cases_Contract_LOCKED.md,STRATEGY,LS-MD-0067,MD-S014
MD-DOC-00061,authority/strategy/book/Coverage_Gate_Enforcement_Contract_LOCKED.md,STRATEGY,LS-MD-0068,MD-S015
MD-DOC-00062,authority/strategy/book/Coverage_Universe_Definition_LOCKED.md,STRATEGY,LS-MD-0069,MD-S016
MD-DOC-00063,authority/strategy/book/Current_Indicator_Recompute_Command_Contract.md,STRATEGY,LS-MD-0070,MD-S017
MD-DOC-00064,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,STRATEGY,LS-MD-0071,MD-S018
MD-DOC-00065,authority/strategy/book/Determinism_Invariants_LOCKED.md,STRATEGY,LS-MD-0072,MD-S019
MD-DOC-00066,authority/strategy/book/Domain_Boundary_Invariants_LOCKED.md,STRATEGY,LS-MD-0073,MD-S020
MD-DOC-00067,authority/strategy/book/Downstream_Consumer_Read_Model_Contract_LOCKED.md,STRATEGY,LS-MD-0074,MD-S021
MD-DOC-00068,authority/strategy/book/Downstream_Data_Readiness_Guarantee_LOCKED.md,STRATEGY,LS-MD-0075,MD-S022
MD-DOC-00069,authority/strategy/book/EOD_Bars_Contract.md,STRATEGY,LS-MD-0078,MD-S023
MD-DOC-00070,authority/strategy/book/EOD_COVERAGE_GATE_CONTRACT_LOCKED.md,STRATEGY,LS-MD-0079,MD-S024
MD-DOC-00071,authority/strategy/book/EOD_Cutoff_and_Finalization_Contract_LOCKED.md,STRATEGY,LS-MD-0080,MD-S025
MD-DOC-00072,authority/strategy/book/EOD_Data_Retention_and_History_Rewrite_Policy_LOCKED.md,STRATEGY,LS-MD-0081,MD-S026
MD-DOC-00073,authority/strategy/book/EOD_Eligibility_Snapshot_Contract_LOCKED.md,STRATEGY,LS-MD-0082,MD-S027
MD-DOC-00074,authority/strategy/book/EOD_Indicators_Contract.md,STRATEGY,LS-MD-0083,MD-S028
MD-DOC-00075,authority/strategy/book/EOD_SOURCE_OPERATIONAL_RESILIENCE_CONTRACT_LOCKED.md,STRATEGY,LS-MD-0084,MD-S029
MD-DOC-00076,authority/strategy/book/Effective_Trade_Date_Contract_LOCKED.md,STRATEGY,LS-MD-0076,MD-S030
MD-DOC-00077,authority/strategy/book/Eligibility_Partial_Data_Behavior_LOCKED.md,STRATEGY,LS-MD-0077,MD-S031
MD-DOC-00078,authority/strategy/book/Finalize_Lock_And_Pointer_Behavior_LOCKED.md,STRATEGY,LS-MD-0085,MD-S032
MD-DOC-00079,authority/strategy/book/Force_Replace_Operator_Control_Policy_LOCKED.md,STRATEGY,LS-MD-0086,MD-S033
MD-DOC-00080,authority/strategy/book/Hash_Number_Formatting_LOCKED.md,STRATEGY,LS-MD-0087,MD-S034
MD-DOC-00081,authority/strategy/book/Historical_Correction_and_Reseal_Contract_LOCKED.md,STRATEGY,LS-MD-0088,MD-S035
MD-DOC-00082,authority/strategy/book/Import_Promote_Separation_Contract.md,STRATEGY,LS-MD-0089,MD-S036
MD-DOC-00083,authority/strategy/book/Indicator_Nullability_And_OHLCV_Gap_Contract.md,STRATEGY,LS-MD-0091,MD-S037
MD-DOC-00084,authority/strategy/book/Indicator_Recompute_Source_Scope_Contract.md,STRATEGY,LS-MD-0092,MD-S038
MD-DOC-00085,authority/strategy/book/Invalid_Bar_Storage_Policy_LOCKED.md,STRATEGY,LS-MD-0093,MD-S039
MD-DOC-00086,authority/strategy/book/Manual_File_Publishability_Policy_LOCKED.md,STRATEGY,LS-MD-0094,MD-S040
MD-DOC-00087,authority/strategy/book/Market_Calendar_Requirements_Contract.md,STRATEGY,LS-MD-0095,MD-S041
MD-DOC-00088,authority/strategy/book/Market_Daily_Metrics_Contract.md,STRATEGY,LS-MD-0096,MD-S042
MD-DOC-00089,authority/strategy/book/Publication_Current_Pointer_Integrity_Contract_LOCKED.md,STRATEGY,LS-MD-0100,MD-S043
MD-DOC-00090,authority/strategy/book/Publication_Lock_And_Replacement_Policy_LOCKED.md,STRATEGY,LS-MD-0101,MD-S044
MD-DOC-00091,authority/strategy/book/Publication_Manifest_Contract_LOCKED.md,STRATEGY,LS-MD-0102,MD-S045
MD-DOC-00092,authority/strategy/book/Publication_Traceability_Immutability_Lineage_LOCKED.md,STRATEGY,LS-MD-0103,MD-S046
MD-DOC-00093,authority/strategy/book/Publishability_Coverage_Fallback_Cross_Consistency_Contract_LOCKED.md,STRATEGY,LS-MD-0104,MD-S047
MD-DOC-00094,authority/strategy/book/Publishability_State_Integrity_Contract_LOCKED.md,STRATEGY,LS-MD-0105,MD-S048
MD-DOC-00095,authority/strategy/book/Read_Side_Enforcement_Anti_Bypass_Contract_LOCKED.md,STRATEGY,LS-MD-0106,MD-S049
MD-DOC-00096,authority/strategy/book/Replay_Verification_Contract_LOCKED.md,STRATEGY,LS-MD-0107,MD-S050
MD-DOC-00097,authority/strategy/book/Run_Status_and_Quality_Gates_LOCKED.md,STRATEGY,LS-MD-0108,MD-S051
MD-DOC-00098,authority/strategy/book/Sector_Classification_Contract_LOCKED.md,STRATEGY,LS-MD-0109,MD-S052
MD-DOC-00099,authority/strategy/book/Source_Data_Acquisition_Contract_LOCKED.md,STRATEGY,LS-MD-0110,MD-S053
MD-DOC-00100,authority/strategy/book/Source_Mapping_Contract_LOCKED.md,STRATEGY,LS-MD-0111,MD-S054
MD-DOC-00101,authority/strategy/book/Symbol_Lifecycle_and_Mapping_Contract.md,STRATEGY,LS-MD-0112,MD-S055
MD-DOC-00102,authority/strategy/book/Terminology_and_Scope.md,STRATEGY,LS-MD-0113,MD-S056
MD-DOC-00103,authority/strategy/book/Tickers_and_Identity_Dependency_Contract_LOCKED.md,STRATEGY,LS-MD-0114,MD-S057
MD-DOC-00104,authority/strategy/book/Trading_Status_Source_Contract_LOCKED.md,STRATEGY,LS-MD-0115,MD-S058
MD-DOC-00105,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,STRATEGY,LS-MD-0116,MD-S059
MD-DOC-00106,authority/strategy/indicators/EOD_Indicators_Formula_Spec.md,STRATEGY,LS-MD-0168,MD-S060
MD-DOC-00107,authority/strategy/indicators/Indicator_Computation_Specification.md,STRATEGY,LS-MD-0169,MD-S061
MD-DOC-00108,authority/strategy/ops/Archived_Actual_Execution_Evidence_Contract_LOCKED.md,STRATEGY,LS-MD-0170,MD-S062
MD-DOC-00109,authority/strategy/ops/Audit_Evidence_Pack_Contract_LOCKED.md,STRATEGY,LS-MD-0171,MD-S063
MD-DOC-00110,authority/strategy/ops/Commands_and_Runbook_LOCKED.md,STRATEGY,LS-MD-0184,MD-S064
MD-DOC-00111,authority/strategy/ops/Config_Change_Protocol_LOCKED.md,STRATEGY,LS-MD-0185,MD-S065
MD-DOC-00112,authority/strategy/ops/Credentials_and_Secrets_Contract.md,STRATEGY,LS-MD-0186,MD-S066
MD-DOC-00113,authority/strategy/ops/Error_Taxonomy_and_Run_Status_Decision_Table_LOCKED.md,STRATEGY,LS-MD-0188,MD-S067
MD-DOC-00114,authority/strategy/ops/Executed_Run_Admission_Criteria_LOCKED.md,STRATEGY,LS-MD-0189,MD-S068
MD-DOC-00115,authority/strategy/ops/Incident_Classification_and_Response_Matrix_LOCKED.md,STRATEGY,LS-MD-0194,MD-S069
MD-DOC-00116,authority/strategy/ops/Observability_Minimum_Contract_LOCKED.md,STRATEGY,LS-MD-0198,MD-S070
MD-DOC-00117,authority/strategy/ops/Operator_Decision_Trees_LOCKED.md,STRATEGY,LS-MD-0200,MD-S071
MD-DOC-00118,authority/strategy/ops/Performance_SLO_and_Limits_LOCKED.md,STRATEGY,LS-MD-0202,MD-S072
MD-DOC-00119,authority/strategy/ops/Release_Gates_LOCKED.md,STRATEGY,LS-MD-0203,MD-S073
MD-DOC-00120,authority/strategy/ops/Resumable_Backfill_Contract_LOCKED.md,STRATEGY,LS-MD-0204,MD-S074
MD-DOC-00121,authority/strategy/ops/Run_Artifacts_Format_LOCKED.md,STRATEGY,LS-MD-0205,MD-S075
MD-DOC-00122,authority/strategy/ops/Run_Execution_Evidence_Pack_Contract_LOCKED.md,STRATEGY,LS-MD-0206,MD-S076
MD-DOC-00123,authority/strategy/ops/Run_Ownership_and_Recovery_LOCKED.md,STRATEGY,LS-MD-0207,MD-S077
MD-DOC-00124,authority/strategy/ops/Scheduling_and_Locking_Contract_LOCKED.md,STRATEGY,LS-MD-0209,MD-S078
MD-DOC-00125,authority/strategy/registry/Corporate_Action_Type_Registry_LOCKED.md,STRATEGY,LS-MD-0215,MD-S079
MD-DOC-00126,authority/strategy/registry/Exchange_Market_Structure_Facts_LOCKED.md,STRATEGY,LS-MD-0216,MD-S080
MD-DOC-00127,authority/strategy/registry/Indicator_Registry_Baseline_LOCKED.md,STRATEGY,LS-MD-0217,MD-S081
MD-DOC-00128,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,STRATEGY,LS-MD-0218,MD-S082
MD-DOC-00129,authority/strategy/registry/Price_Adjustment_Contract_LOCKED.md,STRATEGY,LS-MD-0219,MD-S083
MD-DOC-00130,authority/strategy/registry/Price_Scale_Break_Detection_LOCKED.md,STRATEGY,LS-MD-0220,MD-S084
MD-DOC-00131,authority/strategy/registry/Reason_Codes_Registry.md,STRATEGY,LS-MD-0221,MD-S085
MD-DOC-00132,authority/strategy/registry/Volume_and_Turnover_Normalization_LOCKED.md,STRATEGY,LS-MD-0223,MD-S086
MD-DOC-00133,authority/strategy/session_snapshot/Session_Snapshot_Contract_LOCKED.md,STRATEGY,LS-MD-0224,MD-S087
MD-DOC-00134,authority/strategy/session_snapshot/Session_Snapshot_Date_Alignment_with_Effective_Date_LOCKED.md,STRATEGY,LS-MD-0225,MD-S088
MD-DOC-00135,authority/strategy/session_snapshot/Session_Snapshot_Retention_Defaults_LOCKED.md,STRATEGY,LS-MD-0226,MD-S089
MD-DOC-00136,authority/strategy/session_snapshot/Session_Snapshot_Scope_Selection_and_Dependencies_LOCKED.md,STRATEGY,LS-MD-0227,MD-S090
MD-DOC-00137,authority/strategy/session_snapshot/Snapshot_Slot_Tolerances_and_Session_Rules_LOCKED.md,STRATEGY,LS-MD-0228,MD-S091
MD-DOC-00138,development/README.md,NAVIGATION,,
MD-DOC-00139,development/findings/F-MD-20260820-01_ARCHITECTURE_NORMALIZATION.md,FINDING,,
MD-DOC-00338,development/findings/F-MD-20260820-02_LEGACY_COMPOSITE_ROLE_GAP.md,FINDING,,
MD-DOC-00140,development/findings/README.md,NAVIGATION,,
MD-DOC-00141,development/implementation/CURRENT_STATE.md,STATUS_LEDGER,,
MD-DOC-00142,development/implementation/MD_DEPENDENCY_REGISTRY.csv,REGISTRY,,
MD-DOC-00143,development/implementation/MD_IMPLEMENTATION_BUILD_SEQUENCE.md,IMPLEMENTATION_GUIDANCE,,
MD-DOC-00144,development/implementation/MD_IMPLEMENTATION_STAGE_REGISTER.md,STATUS_LEDGER,,
MD-DOC-00145,development/implementation/README.md,NAVIGATION,,
MD-DOC-00146,development/implementation/STRATEGY_ALIGNMENT_REQUIRED.md,IMPLEMENTATION_GUIDANCE,,
MD-DOC-00147,development/implementation/db/DB_FIELDS_AND_METADATA.md,IMPLEMENTATION_DB,LS-MD-0119,
MD-DOC-00148,development/implementation/db/DB_Schema_And_Migration_Sync_Contract_LOCKED.md,IMPLEMENTATION_DB,LS-MD-0120,
MD-DOC-00149,development/implementation/db/Database_Schema_Contracts_MariaDB.md,IMPLEMENTATION_DB,LS-MD-0117,
MD-DOC-00150,development/implementation/db/Database_Schema_MariaDB.sql,IMPLEMENTATION_DB,LS-MD-0118,
MD-DOC-00151,development/implementation/db/EOD_Current_Publication_Pointer_Table.sql,IMPLEMENTATION_DB,LS-MD-0121,
MD-DOC-00152,development/implementation/db/EOD_Publications_Table.sql,IMPLEMENTATION_DB,LS-MD-0122,
MD-DOC-00153,development/implementation/db/Indices_and_Constraints_Contract_LOCKED.md,IMPLEMENTATION_DB,LS-MD-0123,
MD-DOC-00154,development/implementation/db/MARKET_DATA_DICTIONARY.md,IMPLEMENTATION_DB,LS-MD-0124,
MD-DOC-00155,development/implementation/db/Migration_Policy_LOCKED.md,IMPLEMENTATION_DB,LS-MD-0125,
MD-DOC-00156,development/implementation/db/Optional_Fetch_Failures_Table.md,IMPLEMENTATION_DB,LS-MD-0127,
MD-DOC-00157,development/implementation/db/Optional_Fetch_Failures_Table.sql,IMPLEMENTATION_DB,LS-MD-0128,
MD-DOC-00158,development/implementation/db/Publication_Current_Pointer_Switch_Procedure_LOCKED.sql,IMPLEMENTATION_DB,LS-MD-0129,
MD-DOC-00159,development/implementation/db/Publication_Switch_Procedure_LOCKED.sql,IMPLEMENTATION_DB,LS-MD-0130,
MD-DOC-00160,development/implementation/db/README.md,IMPLEMENTATION_DB,LS-MD-0131,
MD-DOC-00161,development/implementation/db/Schema_Enforcement_Notes_LOCKED.md,IMPLEMENTATION_DB,LS-MD-0132,
MD-DOC-00162,development/implementation/db/backtest/Replay_Results_Schema_MariaDB.sql,IMPLEMENTATION_DB,LS-MD-0057,
MD-DOC-00163,development/implementation/db/migrations/.gitkeep,IMPLEMENTATION_DB,LS-MD-0126,
MD-DOC-00164,development/implementation/db/registry/Reason_Codes_Seed.sql,IMPLEMENTATION_DB,LS-MD-0222,
MD-DOC-00165,development/implementation/examples/MD_CHANGE_IMPACT_DECLARATION_TEMPLATE.md,IMPLEMENTATION_EXAMPLE,,
MD-DOC-00166,development/implementation/examples/MD_STAGE_ATTEMPT_RECORD_TEMPLATE.md,IMPLEMENTATION_EXAMPLE,,
MD-DOC-00167,development/implementation/examples/MD_STAGE_CLOSURE_MANIFEST_TEMPLATE.md,IMPLEMENTATION_EXAMPLE,,
MD-DOC-00168,development/implementation/examples/WORK_BASELINE_LOCK_TEMPLATE.json,IMPLEMENTATION_EXAMPLE,,
MD-DOC-00169,development/implementation/examples/legacy/ARCHIVED_EVIDENCE_FOLDER_STRUCTURE_LOCKED.md,IMPLEMENTATION_EXAMPLE,LS-MD-0161,
MD-DOC-00170,development/implementation/examples/legacy/Executed_Correction_Diff_Example_LOCKED.md,IMPLEMENTATION_EXAMPLE,LS-MD-0162,
MD-DOC-00171,development/implementation/examples/legacy/Executed_Publication_Manifest_Example_LOCKED.md,IMPLEMENTATION_EXAMPLE,LS-MD-0163,
MD-DOC-00172,development/implementation/examples/legacy/Executed_Replay_Evidence_Example_LOCKED.md,IMPLEMENTATION_EXAMPLE,LS-MD-0164,
MD-DOC-00173,development/implementation/examples/legacy/Executed_Run_Evidence_Bundle_Example_LOCKED.md,IMPLEMENTATION_EXAMPLE,LS-MD-0165,
MD-DOC-00174,development/implementation/examples/legacy/Executed_Test_Run_Example_LOCKED.md,IMPLEMENTATION_EXAMPLE,LS-MD-0166,
MD-DOC-00175,development/implementation/examples/legacy/README.md,IMPLEMENTATION_EXAMPLE,LS-MD-0167,
MD-DOC-00176,development/implementation/guides/system/README.md,IMPLEMENTATION_GUIDANCE,LS-MD-0229,
MD-DOC-00177,development/implementation/guides/system/SYSTEM_ARTIFACT_MAP.md,IMPLEMENTATION_GUIDANCE,LS-MD-0230,
MD-DOC-00178,development/implementation/guides/system/SYSTEM_BOUNDARY.md,IMPLEMENTATION_GUIDANCE,LS-MD-0231,
MD-DOC-00179,development/implementation/guides/system/SYSTEM_CONTEXT_AND_DEPENDENCIES.md,IMPLEMENTATION_GUIDANCE,LS-MD-0232,
MD-DOC-00180,development/implementation/guides/system/SYSTEM_DATA_PRODUCT_MAP.md,IMPLEMENTATION_GUIDANCE,LS-MD-0233,
MD-DOC-00181,development/implementation/guides/system/SYSTEM_OVERVIEW.md,IMPLEMENTATION_GUIDANCE,LS-MD-0234,
MD-DOC-00182,development/implementation/guides/system/SYSTEM_OWNERSHIP_MAP.md,IMPLEMENTATION_GUIDANCE,LS-MD-0235,
MD-DOC-00183,development/implementation/guides/system/SYSTEM_PUBLICATION_AND_CORRECTION_OVERVIEW.md,IMPLEMENTATION_GUIDANCE,LS-MD-0236,
MD-DOC-00184,development/implementation/guides/system/SYSTEM_READ_ORDER.md,IMPLEMENTATION_GUIDANCE,LS-MD-0237,
MD-DOC-00185,development/implementation/guides/system/SYSTEM_RUNTIME_FLOW.md,IMPLEMENTATION_GUIDANCE,LS-MD-0238,
MD-DOC-00186,development/implementation/ops/Audit_Query_Cookbook_LOCKED.md,IMPLEMENTATION_GUIDANCE,LS-MD-0172,
MD-DOC-00187,development/implementation/ops/Bootstrap_and_Backfill_Runbook_LOCKED.md,IMPLEMENTATION_GUIDANCE,LS-MD-0173,
MD-DOC-00189,development/implementation/ops/Daily_Pipeline_Execution_and_Sealing_Runbook_LOCKED.md,IMPLEMENTATION_GUIDANCE,LS-MD-0187,
MD-DOC-00190,development/implementation/ops/Failure_Playbook_LOCKED.md,IMPLEMENTATION_GUIDANCE,LS-MD-0190,
MD-DOC-00191,development/implementation/ops/Historical_Correction_Runbook_LOCKED.md,IMPLEMENTATION_GUIDANCE,LS-MD-0191,
MD-DOC-00192,development/implementation/ops/History_Table_Immutability_Guards_LOCKED.sql,IMPLEMENTATION_GUIDANCE,LS-MD-0192,
MD-DOC-00193,development/implementation/ops/IMPLEMENTATION_GUIDE.md,IMPLEMENTATION_GUIDANCE,LS-MD-0193,
MD-DOC-00195,development/implementation/ops/Locking_Implementation_Standard_LOCKED.md,IMPLEMENTATION_GUIDANCE,LS-MD-0195,
MD-DOC-00196,development/implementation/ops/Logging_Schema_JSON_LOCKED.md,IMPLEMENTATION_GUIDANCE,LS-MD-0196,
MD-DOC-00197,development/implementation/ops/OPERATIONAL_RUNBOOK.md,IMPLEMENTATION_GUIDANCE,LS-MD-0199,
MD-DOC-00200,development/implementation/ops/commands/01_DAILY_PIPELINE.md,IMPLEMENTATION_GUIDANCE,LS-MD-0175,
MD-DOC-00201,development/implementation/ops/commands/02_IMPORT_DATA.md,IMPLEMENTATION_GUIDANCE,LS-MD-0176,
MD-DOC-00202,development/implementation/ops/commands/03_PROCESS_DATASET.md,IMPLEMENTATION_GUIDANCE,LS-MD-0177,
MD-DOC-00203,development/implementation/ops/commands/04_FINALIZE_AND_PUBLISH.md,IMPLEMENTATION_GUIDANCE,LS-MD-0178,
MD-DOC-00205,development/implementation/ops/commands/06_CORRECTION.md,IMPLEMENTATION_GUIDANCE,LS-MD-0180,
MD-DOC-00206,development/implementation/ops/commands/07_REPLAY_AND_EVIDENCE.md,IMPLEMENTATION_GUIDANCE,LS-MD-0181,
MD-DOC-00207,development/implementation/ops/commands/08_SESSION_SNAPSHOT.md,IMPLEMENTATION_GUIDANCE,LS-MD-0182,
MD-DOC-00208,development/implementation/ops/commands/README.md,IMPLEMENTATION_GUIDANCE,LS-MD-0183,
MD-DOC-00209,development/implementation/tests/CreateMarketDataWorkBaselineLock.php,IMPLEMENTATION_TEST,,
MD-DOC-00210,development/implementation/tests/GenerateMarketDataCurrentState.php,IMPLEMENTATION_TEST,,
MD-DOC-00211,development/implementation/tests/MarketDataDocumentationIntegrityGate.php,IMPLEMENTATION_TEST,,
MD-DOC-00212,development/implementation/tests/MarketDataRelationshipIntegrityGate.php,IMPLEMENTATION_TEST,,
MD-DOC-00213,development/implementation/tests/MarketDataRelationshipIntegrityGateSelfTest.php,IMPLEMENTATION_TEST,,
MD-DOC-00214,development/implementation/tests/README.md,IMPLEMENTATION_TEST,,
MD-DOC-00215,development/implementation/tests/RegisterMarketDataWorkRecord.php,IMPLEMENTATION_TEST,,
MD-DOC-00216,development/implementation/tests/RegisterMarketDataWorkRelationship.php,IMPLEMENTATION_TEST,,
MD-DOC-00218,development/implementation/tests/specs/Contract_Test_Matrix_LOCKED.md,IMPLEMENTATION_TEST,LS-MD-0240,
MD-DOC-00220,development/implementation/tests/specs/Correction_Lifecycle_Safety_Test_Matrix.md,IMPLEMENTATION_TEST,LS-MD-0242,
MD-DOC-00222,development/implementation/tests/specs/Executed_Proof_Admission_Criteria_LOCKED.md,IMPLEMENTATION_TEST,LS-MD-0244,
MD-DOC-00223,development/implementation/tests/specs/Fixture_Package_Manifest_LOCKED.md,IMPLEMENTATION_TEST,LS-MD-0245,
MD-DOC-00225,development/implementation/tests/specs/Golden_Fixture_Examples_LOCKED.md,IMPLEMENTATION_TEST,LS-MD-0247,
MD-DOC-00226,development/implementation/tests/specs/Golden_Fixtures_Specification.md,IMPLEMENTATION_TEST,LS-MD-0248,
MD-DOC-00227,development/implementation/tests/specs/Indicator_Expected_Output_Oracle_LOCKED.md,IMPLEMENTATION_TEST,LS-MD-0249,
MD-DOC-00228,development/implementation/tests/specs/Indicator_Test_Vectors_LOCKED.md,IMPLEMENTATION_TEST,LS-MD-0250,
MD-DOC-00229,development/implementation/tests/specs/Negative_Test_Catalog_LOCKED.md,IMPLEMENTATION_TEST,LS-MD-0251,
MD-DOC-00231,development/implementation/tests/specs/README.md,IMPLEMENTATION_TEST,LS-MD-0253,
MD-DOC-00232,development/implementation/tests/specs/Test_Coverage_Closure_Contract_LOCKED.md,IMPLEMENTATION_TEST,LS-MD-0254,
