document_path,document_role,role_scope,mutability,current_authority,supporting_cross_role_references_allowed,role_source,notes
authority/governance/DOCUMENT_RECORDING_STANDARD.md,GOVERNANCE,DOCUMENT_PROCESS_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/DOCUMENT_ROLE_REGISTRY.csv,REGISTRY,GOVERNANCE_REGISTRY,MUTABLE_TRACEABLE,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/IMPLEMENTATION_RESIDUE_AND_CONFORMANCE_STANDARD.md,GOVERNANCE,DOCUMENT_PROCESS_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/LAYER_ACTIVATION_RULE.md,GOVERNANCE,DOCUMENT_PROCESS_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/LEGACY_DOCUMENT_NORMALIZATION_STANDARD.md,GOVERNANCE,DOCUMENT_PROCESS_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/LINK_INTEGRITY_CHECK_LOCKED.md,GOVERNANCE,DOCUMENT_PROCESS_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/MARKET_DATA_CHANGE_IMPACT_MATRIX.md,GOVERNANCE,DOCUMENT_PROCESS_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/MARKET_DATA_DOCUMENT_AUTHORITY.md,GOVERNANCE,DOCUMENT_PROCESS_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/MARKET_DATA_OWNER_MATRIX.md,GOVERNANCE,DOCUMENT_PROCESS_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/MARKET_DATA_STRATEGY_AUTHORITY_REGISTRY.csv,REGISTRY,GOVERNANCE_REGISTRY,MUTABLE_TRACEABLE,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/MARKET_DATA_STRATEGY_FREEZE_MANIFEST.json,REGISTRY,GOVERNANCE_REGISTRY,MUTABLE_TRACEABLE,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/ONE_DOCUMENT_ONE_AUTHORITATIVE_ROLE_STANDARD.md,GOVERNANCE,DOCUMENT_PROCESS_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/README.md,NAVIGATION,NAVIGATION,MUTABLE_TRACEABLE,NO,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/STAGE_CLOSURE_MANIFEST_STANDARD.md,GOVERNANCE,DOCUMENT_PROCESS_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/STAGE_EXECUTION_AND_REWORK_STANDARD.md,GOVERNANCE,DOCUMENT_PROCESS_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/STRATEGY_IMPLEMENTATION_TRACEABILITY_STANDARD.md,GOVERNANCE,DOCUMENT_PROCESS_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/STRATEGY_TO_IMPLEMENTATION_COVERAGE_BASELINE.json,REGISTRY,GOVERNANCE_REGISTRY,MUTABLE_TRACEABLE,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/STRATEGY_TO_IMPLEMENTATION_TRACEABILITY_MATRIX.csv,REGISTRY,GOVERNANCE_REGISTRY,MUTABLE_TRACEABLE,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/WORK_BASELINE_LOCK_STANDARD.md,GOVERNANCE,DOCUMENT_PROCESS_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/WORK_CORRELATION_AND_RECORD_REGISTRY_STANDARD.md,GOVERNANCE,DOCUMENT_PROCESS_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/audit/AUDIT_UPDATE_GOVERNANCE.md,GOVERNANCE,DOCUMENT_PROCESS_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/audit/IMPL_MARKET_DATA_IMPLEMENTATION_AUDIT_FOUNDATION.md,GOVERNANCE,DOCUMENT_PROCESS_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/audit/IMPL_MARKET_DATA_IMPLEMENTATION_CHECKLIST_FINAL.md,GOVERNANCE,DOCUMENT_PROCESS_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/audit/IMPL_MARKET_DATA_IMPLEMENTATION_PROMPT_STANDARD.md,GOVERNANCE,DOCUMENT_PROCESS_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/audit/IMPL_MARKET_DATA_LAYER_C_APPLICABILITY_RULE.md,GOVERNANCE,DOCUMENT_PROCESS_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/audit/MARKET_DATA_AUDIT_CHECKLIST_FINAL.md,GOVERNANCE,DOCUMENT_PROCESS_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/audit/MARKET_DATA_AUDIT_FOUNDATION.md,GOVERNANCE,DOCUMENT_PROCESS_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/audit/MARKET_DATA_AUDIT_PROMPT_STANDARD.md,GOVERNANCE,DOCUMENT_PROCESS_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/audit/MARKET_DATA_AUDIT_SHORT.md,GOVERNANCE,DOCUMENT_PROCESS_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/governance/audit/README.md,GOVERNANCE,DOCUMENT_PROCESS_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/MARKET_DATA_PLATFORM_EOD_BASELINE.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/README.md,NAVIGATION,NAVIGATION,MUTABLE_TRACEABLE,NO,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/backtest/Backtest_Metrics_and_Acceptance_Criteria_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/backtest/Historical_Replay_and_Data_Quality_Backtest.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/backtest/Point_In_Time_Backtest_Input_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Audit_Hash_and_Reproducibility_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/CONSUMER_READ_CONTRACT_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Canonical_Row_History_and_Versioning_Policy_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Canonicalization_Contract_EOD_Bars.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Consumer_Readability_Decision_Table_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Corporate_Action_Impact_Flags_Contract.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Corporate_Action_and_Adjustment_Policy.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Corporate_Action_and_Adjustment_Policy_Selected_Defaults_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Correction_Lifecycle_Safety_Contract.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Coverage_Edge_Cases_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Coverage_Gate_Enforcement_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Coverage_Universe_Definition_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Current_Indicator_Recompute_Command_Contract.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Determinism_Invariants_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Domain_Boundary_Invariants_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Downstream_Consumer_Read_Model_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Downstream_Data_Readiness_Guarantee_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/EOD_Bars_Contract.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/EOD_COVERAGE_GATE_CONTRACT_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/EOD_Cutoff_and_Finalization_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/EOD_Data_Retention_and_History_Rewrite_Policy_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/EOD_Eligibility_Snapshot_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/EOD_Indicators_Contract.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/EOD_SOURCE_OPERATIONAL_RESILIENCE_CONTRACT_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Effective_Trade_Date_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Eligibility_Partial_Data_Behavior_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Finalize_Lock_And_Pointer_Behavior_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Force_Replace_Operator_Control_Policy_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Hash_Number_Formatting_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Historical_Correction_and_Reseal_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Import_Promote_Separation_Contract.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Indicator_Nullability_And_OHLCV_Gap_Contract.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Indicator_Recompute_Source_Scope_Contract.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Invalid_Bar_Storage_Policy_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Manual_File_Publishability_Policy_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Market_Calendar_Requirements_Contract.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Market_Daily_Metrics_Contract.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Publication_Current_Pointer_Integrity_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Publication_Lock_And_Replacement_Policy_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Publication_Manifest_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Publication_Traceability_Immutability_Lineage_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Publishability_Coverage_Fallback_Cross_Consistency_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Publishability_State_Integrity_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Read_Side_Enforcement_Anti_Bypass_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Replay_Verification_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Run_Status_and_Quality_Gates_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Sector_Classification_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Source_Data_Acquisition_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Source_Mapping_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Symbol_Lifecycle_and_Mapping_Contract.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Terminology_and_Scope.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Tickers_and_Identity_Dependency_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Trading_Status_Source_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/indicators/EOD_Indicators_Formula_Spec.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/indicators/Indicator_Computation_Specification.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/ops/Archived_Actual_Execution_Evidence_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/ops/Audit_Evidence_Pack_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/ops/Commands_and_Runbook_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/ops/Config_Change_Protocol_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/ops/Credentials_and_Secrets_Contract.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/ops/Error_Taxonomy_and_Run_Status_Decision_Table_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/ops/Executed_Run_Admission_Criteria_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/ops/Incident_Classification_and_Response_Matrix_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/ops/Observability_Minimum_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/ops/Operator_Decision_Trees_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/ops/Performance_SLO_and_Limits_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/ops/Release_Gates_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/ops/Resumable_Backfill_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/ops/Run_Artifacts_Format_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/ops/Run_Execution_Evidence_Pack_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/ops/Run_Ownership_and_Recovery_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/ops/Scheduling_and_Locking_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/registry/Corporate_Action_Type_Registry_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/registry/Exchange_Market_Structure_Facts_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/registry/Indicator_Registry_Baseline_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/registry/Platform_Config_Registry_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/registry/Price_Adjustment_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/registry/Price_Scale_Break_Detection_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/registry/Reason_Codes_Registry.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/registry/Volume_and_Turnover_Normalization_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/session_snapshot/Session_Snapshot_Contract_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
authority/strategy/session_snapshot/Session_Snapshot_Date_Alignment_with_Effective_Date_LOCKED.md,STRATEGY,MARKET_DATA_BEHAVIOR_AUTHORITY,CONTROLLED_REVISION,YES,YES,ARCHITECTURE_NORMALIZATION,
