strategy_id,source_path_before_refactor,current_path,sha1,authority_status,semantic_change,notes
MD-S018,book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,8CA7FF9C2096326E0D6D2F12D5A62FFFD2ECA63A,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S019,book/Determinism_Invariants_LOCKED.md,authority/strategy/book/Determinism_Invariants_LOCKED.md,4A2C80642D64993B0E17A7489E6E24A5E1415ADE,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S020,book/Domain_Boundary_Invariants_LOCKED.md,authority/strategy/book/Domain_Boundary_Invariants_LOCKED.md,5637ED5D917635066E8F94C2E7C65C53DAE299F9,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S021,book/Downstream_Consumer_Read_Model_Contract_LOCKED.md,authority/strategy/book/Downstream_Consumer_Read_Model_Contract_LOCKED.md,8717EB02874AAD084062C9C93D6E3E08AA14B29E,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S022,book/Downstream_Data_Readiness_Guarantee_LOCKED.md,authority/strategy/book/Downstream_Data_Readiness_Guarantee_LOCKED.md,DBB771D9A74BE99A1D3C3293A39F1B3FB29020DE,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S023,book/EOD_Bars_Contract.md,authority/strategy/book/EOD_Bars_Contract.md,19F64F20E9B38E3D45C79E97862B1884157A7B50,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S024,book/EOD_COVERAGE_GATE_CONTRACT_LOCKED.md,authority/strategy/book/EOD_COVERAGE_GATE_CONTRACT_LOCKED.md,9DC7B4144BCB09E0EB0B28F2B41876CDDB227166,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S025,book/EOD_Cutoff_and_Finalization_Contract_LOCKED.md,authority/strategy/book/EOD_Cutoff_and_Finalization_Contract_LOCKED.md,8569C53CC6EB4F110B76E3043B522ACBDE73B9B7,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S026,book/EOD_Data_Retention_and_History_Rewrite_Policy_LOCKED.md,authority/strategy/book/EOD_Data_Retention_and_History_Rewrite_Policy_LOCKED.md,418920341E7E60F371E46879793441E9607544E2,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S027,book/EOD_Eligibility_Snapshot_Contract_LOCKED.md,authority/strategy/book/EOD_Eligibility_Snapshot_Contract_LOCKED.md,E0AE7FDFCC7E5B04549A65666EC204739B9251FD,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S028,book/EOD_Indicators_Contract.md,authority/strategy/book/EOD_Indicators_Contract.md,D70186C635CBB9EF4F54ABD4AE0AB725E5F38FDB,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S029,book/EOD_SOURCE_OPERATIONAL_RESILIENCE_CONTRACT_LOCKED.md,authority/strategy/book/EOD_SOURCE_OPERATIONAL_RESILIENCE_CONTRACT_LOCKED.md,041B584C82FDA614B7862CFFF1E949C7EB987A99,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S030,book/Effective_Trade_Date_Contract_LOCKED.md,authority/strategy/book/Effective_Trade_Date_Contract_LOCKED.md,7D3C3EDAEC7CE8D5550F92CE9EA2A8F02C481134,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S031,book/Eligibility_Partial_Data_Behavior_LOCKED.md,authority/strategy/book/Eligibility_Partial_Data_Behavior_LOCKED.md,79067C60B394D1F7493F7790B1CE24E0952205FA,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S032,book/Finalize_Lock_And_Pointer_Behavior_LOCKED.md,authority/strategy/book/Finalize_Lock_And_Pointer_Behavior_LOCKED.md,270FE0D2D095D4FD1A70B750DDDC0F82600A9DFB,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S033,book/Force_Replace_Operator_Control_Policy_LOCKED.md,authority/strategy/book/Force_Replace_Operator_Control_Policy_LOCKED.md,AEEB8CEE15370DFE9D675C580FA83D8A846A705C,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S034,book/Hash_Number_Formatting_LOCKED.md,authority/strategy/book/Hash_Number_Formatting_LOCKED.md,EBEB8BC26F5624EE230207CEF89C1E4AC49B256A,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S035,book/Historical_Correction_and_Reseal_Contract_LOCKED.md,authority/strategy/book/Historical_Correction_and_Reseal_Contract_LOCKED.md,3E6C8B81F391A848822415981C9DED121148EE80,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S036,book/Import_Promote_Separation_Contract.md,authority/strategy/book/Import_Promote_Separation_Contract.md,F79FF1A3D106029F9A76793BDB1FFD9E1941FF4A,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S037,book/Indicator_Nullability_And_OHLCV_Gap_Contract.md,authority/strategy/book/Indicator_Nullability_And_OHLCV_Gap_Contract.md,3A4EAC7F640B4340F0030AB6AA16C37F988810D7,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S038,book/Indicator_Recompute_Source_Scope_Contract.md,authority/strategy/book/Indicator_Recompute_Source_Scope_Contract.md,7A87F7F50F6095965AC35F12AC1656139BD6B262,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S039,book/Invalid_Bar_Storage_Policy_LOCKED.md,authority/strategy/book/Invalid_Bar_Storage_Policy_LOCKED.md,B7EAFDFBF4378902E5BB6B6AA4B0B87AB6C4AAB3,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S040,book/Manual_File_Publishability_Policy_LOCKED.md,authority/strategy/book/Manual_File_Publishability_Policy_LOCKED.md,6D9134E20165BA0E5586E965E3BA00E60B7E1E23,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S041,book/Market_Calendar_Requirements_Contract.md,authority/strategy/book/Market_Calendar_Requirements_Contract.md,677C75EA4A2E50934D7003585393A85D67AB2D45,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S042,book/Market_Daily_Metrics_Contract.md,authority/strategy/book/Market_Daily_Metrics_Contract.md,3F8B40E65FBFD735C47979CFF922E54B11A1CB01,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S043,book/Publication_Current_Pointer_Integrity_Contract_LOCKED.md,authority/strategy/book/Publication_Current_Pointer_Integrity_Contract_LOCKED.md,A11D1140FD155F133F6659B19CD588969DDB1052,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S044,book/Publication_Lock_And_Replacement_Policy_LOCKED.md,authority/strategy/book/Publication_Lock_And_Replacement_Policy_LOCKED.md,E5475522309AE686724CBECE33D9E29C1FE5EE2D,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S045,book/Publication_Manifest_Contract_LOCKED.md,authority/strategy/book/Publication_Manifest_Contract_LOCKED.md,F6F41F6C1B4450AE8248E675EF4A7F383ED88227,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S046,book/Publication_Traceability_Immutability_Lineage_LOCKED.md,authority/strategy/book/Publication_Traceability_Immutability_Lineage_LOCKED.md,CEFF98397CB096EBB3C34C75138DE0830763EF0A,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S047,book/Publishability_Coverage_Fallback_Cross_Consistency_Contract_LOCKED.md,authority/strategy/book/Publishability_Coverage_Fallback_Cross_Consistency_Contract_LOCKED.md,C1763EB9910748576EC53F2A0E4F9F1C3A9D48E0,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S048,book/Publishability_State_Integrity_Contract_LOCKED.md,authority/strategy/book/Publishability_State_Integrity_Contract_LOCKED.md,6499797446AD0EF829411737A54D43FC3EAB5594,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S049,book/Read_Side_Enforcement_Anti_Bypass_Contract_LOCKED.md,authority/strategy/book/Read_Side_Enforcement_Anti_Bypass_Contract_LOCKED.md,30A0FDCED846A812D39B7064CA1BFC31995CD6A0,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S050,book/Replay_Verification_Contract_LOCKED.md,authority/strategy/book/Replay_Verification_Contract_LOCKED.md,F46285AD7A15F11D255C34EE93577C77AA8424C0,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S051,book/Run_Status_and_Quality_Gates_LOCKED.md,authority/strategy/book/Run_Status_and_Quality_Gates_LOCKED.md,93CDB6BED7C0DC7E593551550C1F22863D5697E9,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S052,book/Sector_Classification_Contract_LOCKED.md,authority/strategy/book/Sector_Classification_Contract_LOCKED.md,853D9CE2EFF062041BAB1065C897F5D949E37213,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S053,book/Source_Data_Acquisition_Contract_LOCKED.md,authority/strategy/book/Source_Data_Acquisition_Contract_LOCKED.md,C20DDA589CF00B113BC055AD127537DA80347A62,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S054,book/Source_Mapping_Contract_LOCKED.md,authority/strategy/book/Source_Mapping_Contract_LOCKED.md,44559844825D7E2AB556123C97DD192A32408BB7,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S055,book/Symbol_Lifecycle_and_Mapping_Contract.md,authority/strategy/book/Symbol_Lifecycle_and_Mapping_Contract.md,5A12D46592E1415401B8BCF707026CBD9C44CA05,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S056,book/Terminology_and_Scope.md,authority/strategy/book/Terminology_and_Scope.md,A2FD4CCF6D8FEE0A3308D5B188BCA8AA8AE098EE,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S057,book/Tickers_and_Identity_Dependency_Contract_LOCKED.md,authority/strategy/book/Tickers_and_Identity_Dependency_Contract_LOCKED.md,0B0FA8C60D6547675456838E771894D65FF31B1E,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S058,book/Trading_Status_Source_Contract_LOCKED.md,authority/strategy/book/Trading_Status_Source_Contract_LOCKED.md,AB4F6A09AE650981626ACD9D352210417FE6B429,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S059,book/Yahoo_Finance_Bootstrap_Source_Strategy.md,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,B0D717413191F6C7585328A724F5C6133BCBFDFA,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S060,indicators/EOD_Indicators_Formula_Spec.md,authority/strategy/indicators/EOD_Indicators_Formula_Spec.md,F72C7BFD4657D1450A50D710C8CE6C7BB6E9696A,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S061,indicators/Indicator_Computation_Specification.md,authority/strategy/indicators/Indicator_Computation_Specification.md,9837A0212E672292EBA55755B70B59892AC6B097,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S062,ops/Archived_Actual_Execution_Evidence_Contract_LOCKED.md,authority/strategy/ops/Archived_Actual_Execution_Evidence_Contract_LOCKED.md,A4F20DDC13F3B552646DADB3798CC9D50374594E,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S063,ops/Audit_Evidence_Pack_Contract_LOCKED.md,authority/strategy/ops/Audit_Evidence_Pack_Contract_LOCKED.md,0B1739489EA556F9607AF0B962348E9EA6199876,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S064,ops/Commands_and_Runbook_LOCKED.md,authority/strategy/ops/Commands_and_Runbook_LOCKED.md,4428F3611A536ECB6BAED4FB00D59A5031B0AA74,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S065,ops/Config_Change_Protocol_LOCKED.md,authority/strategy/ops/Config_Change_Protocol_LOCKED.md,FBAC0291FEA9C1C4B073C44A62BF46D6198BA0CC,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S066,ops/Credentials_and_Secrets_Contract.md,authority/strategy/ops/Credentials_and_Secrets_Contract.md,BD75710F5EE9183EEE6F98EF243C47E3AF078BFA,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S067,ops/Error_Taxonomy_and_Run_Status_Decision_Table_LOCKED.md,authority/strategy/ops/Error_Taxonomy_and_Run_Status_Decision_Table_LOCKED.md,92B4154C9DBD2CB2C3CC1DE625152F2A13F8D0DE,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S068,ops/Executed_Run_Admission_Criteria_LOCKED.md,authority/strategy/ops/Executed_Run_Admission_Criteria_LOCKED.md,16A5B0AEBC4157FF3414FD1CCF06235D85B5DFF3,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S069,ops/Incident_Classification_and_Response_Matrix_LOCKED.md,authority/strategy/ops/Incident_Classification_and_Response_Matrix_LOCKED.md,4807F1AC422E996EC04951E7CA0BE6BBBE9B1FEB,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S070,ops/Observability_Minimum_Contract_LOCKED.md,authority/strategy/ops/Observability_Minimum_Contract_LOCKED.md,D4603CC806C63DA66F926BC34165F94252045542,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S071,ops/Operator_Decision_Trees_LOCKED.md,authority/strategy/ops/Operator_Decision_Trees_LOCKED.md,FCB64429D4A520D95127800A9EBB87F100030B4E,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S072,ops/Performance_SLO_and_Limits_LOCKED.md,authority/strategy/ops/Performance_SLO_and_Limits_LOCKED.md,29B65C554AF9BEA3742E11823A82D41DFBA11208,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S073,ops/Release_Gates_LOCKED.md,authority/strategy/ops/Release_Gates_LOCKED.md,E2C5D627AAC62E1C58735DEA7433DCC336B1DD98,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S074,ops/Resumable_Backfill_Contract_LOCKED.md,authority/strategy/ops/Resumable_Backfill_Contract_LOCKED.md,689572A8815FC6D9FB6894A3E252CC6FB6A70F4B,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S075,ops/Run_Artifacts_Format_LOCKED.md,authority/strategy/ops/Run_Artifacts_Format_LOCKED.md,4D5A48BCAE4046BE1385B941DFE566CF5B9672A9,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S076,ops/Run_Execution_Evidence_Pack_Contract_LOCKED.md,authority/strategy/ops/Run_Execution_Evidence_Pack_Contract_LOCKED.md,FFA1C871D67F76E0171FD9FD40AB5083A13DC18F,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S077,ops/Run_Ownership_and_Recovery_LOCKED.md,authority/strategy/ops/Run_Ownership_and_Recovery_LOCKED.md,2E16C17FDBC4E916FE9E57C3508CCC27A123E0BC,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S078,ops/Scheduling_and_Locking_Contract_LOCKED.md,authority/strategy/ops/Scheduling_and_Locking_Contract_LOCKED.md,A20EB0B337834E2CB896F871B0DA97456FE9446B,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S079,registry/Corporate_Action_Type_Registry_LOCKED.md,authority/strategy/registry/Corporate_Action_Type_Registry_LOCKED.md,A96DFA722A9480CE0D499EA54673C0B637DE8ADB,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S080,registry/Exchange_Market_Structure_Facts_LOCKED.md,authority/strategy/registry/Exchange_Market_Structure_Facts_LOCKED.md,9941E7163806F1B985AF1BA6D5028081B1D082AF,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S081,registry/Indicator_Registry_Baseline_LOCKED.md,authority/strategy/registry/Indicator_Registry_Baseline_LOCKED.md,3A19AB8F61FD1788B2FAE29D1F1ADE429DB9FE40,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S082,registry/Platform_Config_Registry_LOCKED.md,authority/strategy/registry/Platform_Config_Registry_LOCKED.md,8324B44D4259889659E56E1F543C59E55BB16E12,CURRENT_STRATEGY_AUTHORITY,CONTROLLED_CORRECTION_DOC-CHG-20260822-001,D-MD-20260822-06 corrects only market_data.hash.null_token to an explicit zero-byte empty-string default with no environment input; MD-S005/MD-S034 owner semantics are unchanged.
MD-S083,registry/Price_Adjustment_Contract_LOCKED.md,authority/strategy/registry/Price_Adjustment_Contract_LOCKED.md,303A8523DDC42DF2A3E7BDD22BEBC5547D99D7FF,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S084,registry/Price_Scale_Break_Detection_LOCKED.md,authority/strategy/registry/Price_Scale_Break_Detection_LOCKED.md,653297FE2D3C79E3376549918B6FC6A2EE796F77,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S085,registry/Reason_Codes_Registry.md,authority/strategy/registry/Reason_Codes_Registry.md,3BB61139B60926D99A7E0940636A830C99627030,CURRENT_STRATEGY_AUTHORITY,CONTROLLED_CORRECTION_DOC-CHG-20260823-001,D-MD-20260823-01 adds only BAR_ZERO_VOLUME_PRICE_MOVEMENT for the already-locked MD-S023-R0044 semantic; no existing code or EOD rule changes meaning.
MD-S086,registry/Volume_and_Turnover_Normalization_LOCKED.md,authority/strategy/registry/Volume_and_Turnover_Normalization_LOCKED.md,8863399D0A5EDB40CDEC2594B29EDCEA1A5A9B00,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S087,session_snapshot/Session_Snapshot_Contract_LOCKED.md,authority/strategy/session_snapshot/Session_Snapshot_Contract_LOCKED.md,805DB06F231E40AB8C501370F200239F06FEBD08,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S088,session_snapshot/Session_Snapshot_Date_Alignment_with_Effective_Date_LOCKED.md,authority/strategy/session_snapshot/Session_Snapshot_Date_Alignment_with_Effective_Date_LOCKED.md,14E373EDB6D1CA53A8550EDF0BAD53D77B514113,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S089,session_snapshot/Session_Snapshot_Retention_Defaults_LOCKED.md,authority/strategy/session_snapshot/Session_Snapshot_Retention_Defaults_LOCKED.md,DE89005539719AD5058094599436342A53628714,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S090,session_snapshot/Session_Snapshot_Scope_Selection_and_Dependencies_LOCKED.md,authority/strategy/session_snapshot/Session_Snapshot_Scope_Selection_and_Dependencies_LOCKED.md,E0EAD95D45259C4069739EECB7439B03039E11D9,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
MD-S091,session_snapshot/Snapshot_Slot_Tolerances_and_Session_Rules_LOCKED.md,authority/strategy/session_snapshot/Snapshot_Slot_Tolerances_and_Session_Rules_LOCKED.md,0DFD74697D1D8A7CCBED1528E81D3F9091BED393,CURRENT_STRATEGY_AUTHORITY,NONE,Moved byte-for-byte; legacy internal path strings preserved.
