source_id,original_path,original_sha1,extract_id,extract_role,source_start_line,source_end_line,source_ranges,extract_body_sha1,extract_path,physical_class,current_authority,current_verification_effect,content_policy
LS-MD-0003,audit/AUDIT_DOCS_SYNCHRONIZATION_INVENTORY.md,29D6BAB13EE1A62947406EB10F568D260DB48E34,LX-MD-0003-CTX-04,CONTEXT,107,128,L107-L128,A6942BF8EDE3DEC27BDEEB62D9D53912559FCC01,records/history/archive/semantic/LX-MD-0003-CTX-04_AUDIT_DOCS_SYNCHRONIZATION_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0004,audit/AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVENTORY.md,1EB4399E5C2239980FD50CC73AF543D8125FA55A,LX-MD-0004-CTX-01,CONTEXT,1,17,L1-L17,94B0BD6CD7CC98E6D3A440F594A87619D1BAA510,records/history/archive/semantic/LX-MD-0004-CTX-01_AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVE.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0004,audit/AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVENTORY.md,1EB4399E5C2239980FD50CC73AF543D8125FA55A,LX-MD-0004-GOV-01,GOVERNANCE,18,25,L18-L25,EB0F53DDD9206492682C35F77A6AAC44BB49514F,records/history/archive/semantic/LX-MD-0004-GOV-01_AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVE.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0004,audit/AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVENTORY.md,1EB4399E5C2239980FD50CC73AF543D8125FA55A,LX-MD-0004-CTX-02,CONTEXT,26,66,L26-L66,345826973373E0ACAA2A5101C972042A078A796E,records/history/archive/semantic/LX-MD-0004-CTX-02_AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVE.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0004,audit/AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVENTORY.md,1EB4399E5C2239980FD50CC73AF543D8125FA55A,LX-MD-0004-IMP-01,IMPLEMENTATION,67,79,L67-L79,14347BBA3CEA600B660C8D802A1D8CB0E36F89B5,records/history/archive/semantic/LX-MD-0004-IMP-01_AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVE.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0004,audit/AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVENTORY.md,1EB4399E5C2239980FD50CC73AF543D8125FA55A,LX-MD-0004-GOV-02,GOVERNANCE,80,92,L80-L92,4D53F2B13F7F0675921AAD281953A4BE2D9E2D56,records/history/archive/semantic/LX-MD-0004-GOV-02_AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVE.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0004,audit/AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVENTORY.md,1EB4399E5C2239980FD50CC73AF543D8125FA55A,LX-MD-0004-EVD-01,EVIDENCE,93,121,L93-L121,9293F8815E9AF49935FE928C3EEDF378C90BBEF1,records/evidence/legacy/semantic/LX-MD-0004-EVD-01_AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVE.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0004,audit/AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVENTORY.md,1EB4399E5C2239980FD50CC73AF543D8125FA55A,LX-MD-0004-CTX-03,CONTEXT,122,131,L122-L131,A6D73FBCF0F1B57DFC346E7A92C7DFF387174A01,records/history/archive/semantic/LX-MD-0004-CTX-03_AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVE.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0004,audit/AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVENTORY.md,1EB4399E5C2239980FD50CC73AF543D8125FA55A,LX-MD-0004-IMP-02,IMPLEMENTATION,132,144,L132-L144,7362F12B02E07ED881AB9E060139A7BDCE6A7736,records/history/archive/semantic/LX-MD-0004-IMP-02_AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVE.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0004,audit/AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVENTORY.md,1EB4399E5C2239980FD50CC73AF543D8125FA55A,LX-MD-0004-FND-01,FINDING,145,155,L145-L155,D23568F2BD9CE03040BD02DCFBAE2F9A95EE8BBC,records/history/archive/semantic/LX-MD-0004-FND-01_AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVE.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0004,audit/AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVENTORY.md,1EB4399E5C2239980FD50CC73AF543D8125FA55A,LX-MD-0004-EVD-02,EVIDENCE,156,160,L156-L160,463DAEEA21B9C9ACB3D4023EACF7AAFC4804B6F8,records/evidence/legacy/semantic/LX-MD-0004-EVD-02_AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVE.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0004,audit/AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVENTORY.md,1EB4399E5C2239980FD50CC73AF543D8125FA55A,LX-MD-0004-CTX-04,CONTEXT,161,165,L161-L165,B32BA7AB38C40D563375480300BF22AB62508D12,records/history/archive/semantic/LX-MD-0004-CTX-04_AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVE.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0004,audit/AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVENTORY.md,1EB4399E5C2239980FD50CC73AF543D8125FA55A,LX-MD-0004-EVD-03,EVIDENCE,166,186,L166-L186,CC0661BBB5D76F9BB30410DCD88A4C8326F86C20,records/evidence/legacy/semantic/LX-MD-0004-EVD-03_AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVE.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0004,audit/AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVENTORY.md,1EB4399E5C2239980FD50CC73AF543D8125FA55A,LX-MD-0004-DEC-01,DECISION,187,198,L187-L198,C64F1B55F7E654A900C8143334D8602F443EDFFC,records/decisions/legacy/LX-MD-0004-DEC-01_AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVE.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0004,audit/AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVENTORY.md,1EB4399E5C2239980FD50CC73AF543D8125FA55A,LX-MD-0004-RES-01,RESEARCH,199,216,L199-L216,B1100D7778E7CEBD3D59BEF8AC2124EC3009054B,records/history/archive/semantic/LX-MD-0004-RES-01_AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVE.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0019,audit/CONFIG_ENV_GOVERNANCE_CLEANUP_INVENTORY.md,B522643CB68AFF2ECC9A8268A482C11CE2D61598,LX-MD-0019-IMP-01,IMPLEMENTATION,1,10,L1-L10,7D6A84B121374AAEDEF703467CEDC8E3FB8A6E70,records/history/archive/semantic/LX-MD-0019-IMP-01_CONFIG_ENV_GOVERNANCE_CLEANUP_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0019,audit/CONFIG_ENV_GOVERNANCE_CLEANUP_INVENTORY.md,B522643CB68AFF2ECC9A8268A482C11CE2D61598,LX-MD-0019-GOV-01,GOVERNANCE,11,27,L11-L27,323DCF85FD8B804564DFFF71F718FD0E95A33B1B,records/history/archive/semantic/LX-MD-0019-GOV-01_CONFIG_ENV_GOVERNANCE_CLEANUP_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0019,audit/CONFIG_ENV_GOVERNANCE_CLEANUP_INVENTORY.md,B522643CB68AFF2ECC9A8268A482C11CE2D61598,LX-MD-0019-IMP-02,IMPLEMENTATION,28,111,L28-L111,63116A9DCE2B73567825EF5A39E7DE841894B03F,records/history/archive/semantic/LX-MD-0019-IMP-02_CONFIG_ENV_GOVERNANCE_CLEANUP_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0019,audit/CONFIG_ENV_GOVERNANCE_CLEANUP_INVENTORY.md,B522643CB68AFF2ECC9A8268A482C11CE2D61598,LX-MD-0019-DEC-01,DECISION,112,123,L112-L123,EADEAF01E699F0EFFC331E65499B4C7333D2C13D,records/decisions/legacy/LX-MD-0019-DEC-01_CONFIG_ENV_GOVERNANCE_CLEANUP_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0019,audit/CONFIG_ENV_GOVERNANCE_CLEANUP_INVENTORY.md,B522643CB68AFF2ECC9A8268A482C11CE2D61598,LX-MD-0019-IMP-03,IMPLEMENTATION,124,159,L124-L159,3B842CD2B8AEC0D7FAE61E958D88BBF5723E698C,records/history/archive/semantic/LX-MD-0019-IMP-03_CONFIG_ENV_GOVERNANCE_CLEANUP_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0019,audit/CONFIG_ENV_GOVERNANCE_CLEANUP_INVENTORY.md,B522643CB68AFF2ECC9A8268A482C11CE2D61598,LX-MD-0019-EVD-01,EVIDENCE,160,169,L160-L169,2B9BDD83DBA2008B6F785CB40BB6593924B27CDD,records/evidence/legacy/semantic/LX-MD-0019-EVD-01_CONFIG_ENV_GOVERNANCE_CLEANUP_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0019,audit/CONFIG_ENV_GOVERNANCE_CLEANUP_INVENTORY.md,B522643CB68AFF2ECC9A8268A482C11CE2D61598,LX-MD-0019-DEC-02,DECISION,170,174,L170-L174,604480CFD87083922322040555F9FF13A9685898,records/decisions/legacy/LX-MD-0019-DEC-02_CONFIG_ENV_GOVERNANCE_CLEANUP_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0019,audit/CONFIG_ENV_GOVERNANCE_CLEANUP_INVENTORY.md,B522643CB68AFF2ECC9A8268A482C11CE2D61598,LX-MD-0019-RES-01,RESEARCH,175,181,L175-L181,474D97F9EB06628DF98BCE523E05C1E721387134,records/history/archive/semantic/LX-MD-0019-RES-01_CONFIG_ENV_GOVERNANCE_CLEANUP_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0019,audit/CONFIG_ENV_GOVERNANCE_CLEANUP_INVENTORY.md,B522643CB68AFF2ECC9A8268A482C11CE2D61598,LX-MD-0019-FND-01,FINDING,182,236,L182-L236,0C2D55FBA480B495EC96792B788E44E4AEBC7CE1,records/history/archive/semantic/LX-MD-0019-FND-01_CONFIG_ENV_GOVERNANCE_CLEANUP_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0019,audit/CONFIG_ENV_GOVERNANCE_CLEANUP_INVENTORY.md,B522643CB68AFF2ECC9A8268A482C11CE2D61598,LX-MD-0019-CTX-01,CONTEXT,237,254,L237-L254,9A3791B709DB0C0EBB6B157BD878EBCDD5DB73B5,records/history/archive/semantic/LX-MD-0019-CTX-01_CONFIG_ENV_GOVERNANCE_CLEANUP_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0020,audit/CORRECTION_LIFECYCLE_HARDENING_INVENTORY.md,CF3BD55641F75EDA47DC3EB456D1824632863949,LX-MD-0020-IMP-01,IMPLEMENTATION,1,7,L1-L7,55ADF83193CE77BAEC0E65FDEAA9611BA1AF2047,records/history/archive/semantic/LX-MD-0020-IMP-01_CORRECTION_LIFECYCLE_HARDENING_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0020,audit/CORRECTION_LIFECYCLE_HARDENING_INVENTORY.md,CF3BD55641F75EDA47DC3EB456D1824632863949,LX-MD-0020-CTX-01,CONTEXT,8,15,L8-L15,CF220275F40887082B2E433FA29E646DAFA2D9A5,records/history/archive/semantic/LX-MD-0020-CTX-01_CORRECTION_LIFECYCLE_HARDENING_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0020,audit/CORRECTION_LIFECYCLE_HARDENING_INVENTORY.md,CF3BD55641F75EDA47DC3EB456D1824632863949,LX-MD-0020-DEC-01,DECISION,16,39,L16-L39,EF2D39976DC78772F1A6AC35B5CD847E3E7BFDDC,records/decisions/legacy/LX-MD-0020-DEC-01_CORRECTION_LIFECYCLE_HARDENING_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0020,audit/CORRECTION_LIFECYCLE_HARDENING_INVENTORY.md,CF3BD55641F75EDA47DC3EB456D1824632863949,LX-MD-0020-EVD-01,EVIDENCE,40,82,L40-L82,214DB600AF59FA6751416A09FBDF33B1CC5ADD6E,records/evidence/legacy/semantic/LX-MD-0020-EVD-01_CORRECTION_LIFECYCLE_HARDENING_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0020,audit/CORRECTION_LIFECYCLE_HARDENING_INVENTORY.md,CF3BD55641F75EDA47DC3EB456D1824632863949,LX-MD-0020-FND-01,FINDING,83,93,L83-L93,C933EF38B2E12474FB7BDE480802539D279287E1,records/history/archive/semantic/LX-MD-0020-FND-01_CORRECTION_LIFECYCLE_HARDENING_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0020,audit/CORRECTION_LIFECYCLE_HARDENING_INVENTORY.md,CF3BD55641F75EDA47DC3EB456D1824632863949,LX-MD-0020-EVD-02,EVIDENCE,94,121,L94-L121,EEA69B0DEA70AE8C55014641DDABE71E4CA55418,records/evidence/legacy/semantic/LX-MD-0020-EVD-02_CORRECTION_LIFECYCLE_HARDENING_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0020,audit/CORRECTION_LIFECYCLE_HARDENING_INVENTORY.md,CF3BD55641F75EDA47DC3EB456D1824632863949,LX-MD-0020-FND-02,FINDING,122,176,L122-L176,82BD6FF3FBA083E7E209C7BCC61991FA299F939F,records/history/archive/semantic/LX-MD-0020-FND-02_CORRECTION_LIFECYCLE_HARDENING_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0020,audit/CORRECTION_LIFECYCLE_HARDENING_INVENTORY.md,CF3BD55641F75EDA47DC3EB456D1824632863949,LX-MD-0020-CTX-02,CONTEXT,177,194,L177-L194,401C5C1DA7A54A575D86CE4FA833437968FDC92D,records/history/archive/semantic/LX-MD-0020-CTX-02_CORRECTION_LIFECYCLE_HARDENING_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0021,audit/COVERAGE_GATE_CANDIDATE_SCOPE_HARDENING_INVENTORY.md,DDF61DF585B439719BE513385796A126871558FD,LX-MD-0021-IMP-01,IMPLEMENTATION,1,167,L1-L167,48B0334B9274A8320D83EA589180F5F42426DAEB,records/history/archive/semantic/LX-MD-0021-IMP-01_COVERAGE_GATE_CANDIDATE_SCOPE_HARDENING_INVENTOR.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0021,audit/COVERAGE_GATE_CANDIDATE_SCOPE_HARDENING_INVENTORY.md,DDF61DF585B439719BE513385796A126871558FD,LX-MD-0021-CTX-01,CONTEXT,168,173,L168-L173,9809F0DAB16B628D368F0E8FC083E3AB3F83B457,records/history/archive/semantic/LX-MD-0021-CTX-01_COVERAGE_GATE_CANDIDATE_SCOPE_HARDENING_INVENTOR.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0022,audit/DB_INTEGRITY_FK_IMPLICIT_INTEGRITY_DECISION_INVENTORY.md,BA5CB0819D76C0ADAEA2600174DA40EF3CFF16A3,LX-MD-0022-DEC-01,DECISION,1,10,L1-L10,61D01ED9472AD9624D3071426670CCC489A5DD2B,records/decisions/legacy/LX-MD-0022-DEC-01_DB_INTEGRITY_FK_IMPLICIT_INTEGRITY_DECISION_INVE.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0022,audit/DB_INTEGRITY_FK_IMPLICIT_INTEGRITY_DECISION_INVENTORY.md,BA5CB0819D76C0ADAEA2600174DA40EF3CFF16A3,LX-MD-0022-GOV-01,GOVERNANCE,11,26,L11-L26,CE4E34D4CC77156A27363BD7DEC433DBE9789284,records/history/archive/semantic/LX-MD-0022-GOV-01_DB_INTEGRITY_FK_IMPLICIT_INTEGRITY_DECISION_INVE.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0022,audit/DB_INTEGRITY_FK_IMPLICIT_INTEGRITY_DECISION_INVENTORY.md,BA5CB0819D76C0ADAEA2600174DA40EF3CFF16A3,LX-MD-0022-DEC-02,DECISION,27,39,L27-L39,824F0717B06CC95E3FE15C282C84ECA127067072,records/decisions/legacy/LX-MD-0022-DEC-02_DB_INTEGRITY_FK_IMPLICIT_INTEGRITY_DECISION_INVE.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0022,audit/DB_INTEGRITY_FK_IMPLICIT_INTEGRITY_DECISION_INVENTORY.md,BA5CB0819D76C0ADAEA2600174DA40EF3CFF16A3,LX-MD-0022-IMP-01,IMPLEMENTATION,40,62,L40-L62,89A9429FC567ECF39987A65959C10B341B3FB5B1,records/history/archive/semantic/LX-MD-0022-IMP-01_DB_INTEGRITY_FK_IMPLICIT_INTEGRITY_DECISION_INVE.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0022,audit/DB_INTEGRITY_FK_IMPLICIT_INTEGRITY_DECISION_INVENTORY.md,BA5CB0819D76C0ADAEA2600174DA40EF3CFF16A3,LX-MD-0022-DEC-03,DECISION,63,78,L63-L78,7265F26361A699E3BC68B60F62D7EDC0D74F368E,records/decisions/legacy/LX-MD-0022-DEC-03_DB_INTEGRITY_FK_IMPLICIT_INTEGRITY_DECISION_INVE.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0022,audit/DB_INTEGRITY_FK_IMPLICIT_INTEGRITY_DECISION_INVENTORY.md,BA5CB0819D76C0ADAEA2600174DA40EF3CFF16A3,LX-MD-0022-IMP-02,IMPLEMENTATION,79,102,L79-L102,1D4355D7BF40E3CC33D3D1F658CB7F68FD24C8BC,records/history/archive/semantic/LX-MD-0022-IMP-02_DB_INTEGRITY_FK_IMPLICIT_INTEGRITY_DECISION_INVE.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
