legacy_work_key,legacy_source_id,original_path,current_primary_path,current_effect
W05,LS-MD-0034,audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,records/history/archive/audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,HISTORICAL_REFERENCE_ONLY
W06,LS-MD-0034,audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,records/history/archive/audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,HISTORICAL_REFERENCE_ONLY
W07,LS-MD-0034,audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,records/history/archive/audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,HISTORICAL_REFERENCE_ONLY
W08,LS-MD-0034,audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,records/history/archive/audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,HISTORICAL_REFERENCE_ONLY
W09,LS-MD-0034,audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,records/history/archive/audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,HISTORICAL_REFERENCE_ONLY
W10,LS-MD-0034,audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,records/history/archive/audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,HISTORICAL_REFERENCE_ONLY
W11,LS-MD-0034,audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,records/history/archive/audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,HISTORICAL_REFERENCE_ONLY
W12,LS-MD-0034,audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,records/history/archive/audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,HISTORICAL_REFERENCE_ONLY
W13,LS-MD-0034,audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,records/history/archive/audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,HISTORICAL_REFERENCE_ONLY
W14,LS-MD-0034,audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,records/history/archive/audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,HISTORICAL_REFERENCE_ONLY
W15,LS-MD-0034,audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,records/history/archive/audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,HISTORICAL_REFERENCE_ONLY
W16,LS-MD-0034,audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,records/history/archive/audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,HISTORICAL_REFERENCE_ONLY
W17,LS-MD-0034,audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,records/history/archive/audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,HISTORICAL_REFERENCE_ONLY
W18,LS-MD-0034,audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,records/history/archive/audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,HISTORICAL_REFERENCE_ONLY
W19,LS-MD-0034,audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,records/history/archive/audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,HISTORICAL_REFERENCE_ONLY
W20,LS-MD-0034,audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,records/history/archive/audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,HISTORICAL_REFERENCE_ONLY
W21,LS-MD-0034,audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,records/history/archive/audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,HISTORICAL_REFERENCE_ONLY
W22,LS-MD-0034,audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,records/history/archive/audit/MARKET_DATA_IMPLEMENTATION_LEDGER.md,HISTORICAL_REFERENCE_ONLY
W22,LS-MD-0035,audit/MARKET_DATA_PRODUCTION_PROOF_PACK.md,records/history/archive/audit/MARKET_DATA_PRODUCTION_PROOF_PACK.md,HISTORICAL_REFERENCE_ONLY
W22,LS-MD-0037,audit/OPS_COMMAND_SURFACE_RUNTIME_MATRIX_INVENTORY.md,records/history/archive/audit/OPS_COMMAND_SURFACE_RUNTIME_MATRIX_INVENTORY.md,HISTORICAL_REFERENCE_ONLY
W22,LS-MD-0038,audit/OPS_ENVIRONMENT_BASELINE_INVENTORY.md,records/history/archive/audit/OPS_ENVIRONMENT_BASELINE_INVENTORY.md,HISTORICAL_REFERENCE_ONLY
W22,LS-MD-0039,audit/PRODUCTION_VALIDATION_INVENTORY.md,records/history/archive/audit/PRODUCTION_VALIDATION_INVENTORY.md,HISTORICAL_REFERENCE_ONLY
W00,LS-MD-0041,audit/README.md,records/history/archive/audit/README.md,HISTORICAL_REFERENCE_ONLY
W01,LS-MD-0041,audit/README.md,records/history/archive/audit/README.md,HISTORICAL_REFERENCE_ONLY
W22,LS-MD-0041,audit/README.md,records/history/archive/audit/README.md,HISTORICAL_REFERENCE_ONLY
W22,LS-MD-0042,audit/REPLAY_DETERMINISM_RUNTIME_PROOF_INVENTORY.md,records/history/archive/audit/REPLAY_DETERMINISM_RUNTIME_PROOF_INVENTORY.md,HISTORICAL_REFERENCE_ONLY
W15,LS-MD-0047,audit/SECTOR_IDXIC_AUTHORITY_RECONCILIATION_INVENTORY.md,records/history/archive/audit/SECTOR_IDXIC_AUTHORITY_RECONCILIATION_INVENTORY.md,HISTORICAL_REFERENCE_ONLY
W16,LS-MD-0047,audit/SECTOR_IDXIC_AUTHORITY_RECONCILIATION_INVENTORY.md,records/history/archive/audit/SECTOR_IDXIC_AUTHORITY_RECONCILIATION_INVENTORY.md,HISTORICAL_REFERENCE_ONLY
W20,LS-MD-0047,audit/SECTOR_IDXIC_AUTHORITY_RECONCILIATION_INVENTORY.md,records/history/archive/audit/SECTOR_IDXIC_AUTHORITY_RECONCILIATION_INVENTORY.md,HISTORICAL_REFERENCE_ONLY
W00,LS-MD-0044,audit/reports/AUDIT_FINAL_STATE.md,records/history/archive/audit/reports/AUDIT_FINAL_STATE.md,HISTORICAL_REFERENCE_ONLY
W01,LS-MD-0044,audit/reports/AUDIT_FINAL_STATE.md,records/history/archive/audit/reports/AUDIT_FINAL_STATE.md,HISTORICAL_REFERENCE_ONLY
W03,LS-MD-0044,audit/reports/AUDIT_FINAL_STATE.md,records/history/archive/audit/reports/AUDIT_FINAL_STATE.md,HISTORICAL_REFERENCE_ONLY
W04,LS-MD-0044,audit/reports/AUDIT_FINAL_STATE.md,records/history/archive/audit/reports/AUDIT_FINAL_STATE.md,HISTORICAL_REFERENCE_ONLY
W05,LS-MD-0044,audit/reports/AUDIT_FINAL_STATE.md,records/history/archive/audit/reports/AUDIT_FINAL_STATE.md,HISTORICAL_REFERENCE_ONLY
W06,LS-MD-0044,audit/reports/AUDIT_FINAL_STATE.md,records/history/archive/audit/reports/AUDIT_FINAL_STATE.md,HISTORICAL_REFERENCE_ONLY
W07,LS-MD-0044,audit/reports/AUDIT_FINAL_STATE.md,records/history/archive/audit/reports/AUDIT_FINAL_STATE.md,HISTORICAL_REFERENCE_ONLY
W08,LS-MD-0044,audit/reports/AUDIT_FINAL_STATE.md,records/history/archive/audit/reports/AUDIT_FINAL_STATE.md,HISTORICAL_REFERENCE_ONLY
W10,LS-MD-0044,audit/reports/AUDIT_FINAL_STATE.md,records/history/archive/audit/reports/AUDIT_FINAL_STATE.md,HISTORICAL_REFERENCE_ONLY
W11,LS-MD-0044,audit/reports/AUDIT_FINAL_STATE.md,records/history/archive/audit/reports/AUDIT_FINAL_STATE.md,HISTORICAL_REFERENCE_ONLY
W12,LS-MD-0044,audit/reports/AUDIT_FINAL_STATE.md,records/history/archive/audit/reports/AUDIT_FINAL_STATE.md,HISTORICAL_REFERENCE_ONLY
W13,LS-MD-0044,audit/reports/AUDIT_FINAL_STATE.md,records/history/archive/audit/reports/AUDIT_FINAL_STATE.md,HISTORICAL_REFERENCE_ONLY
W14,LS-MD-0044,audit/reports/AUDIT_FINAL_STATE.md,records/history/archive/audit/reports/AUDIT_FINAL_STATE.md,HISTORICAL_REFERENCE_ONLY
W15,LS-MD-0044,audit/reports/AUDIT_FINAL_STATE.md,records/history/archive/audit/reports/AUDIT_FINAL_STATE.md,HISTORICAL_REFERENCE_ONLY
W16,LS-MD-0044,audit/reports/AUDIT_FINAL_STATE.md,records/history/archive/audit/reports/AUDIT_FINAL_STATE.md,HISTORICAL_REFERENCE_ONLY
W17,LS-MD-0044,audit/reports/AUDIT_FINAL_STATE.md,records/history/archive/audit/reports/AUDIT_FINAL_STATE.md,HISTORICAL_REFERENCE_ONLY
W18,LS-MD-0044,audit/reports/AUDIT_FINAL_STATE.md,records/history/archive/audit/reports/AUDIT_FINAL_STATE.md,HISTORICAL_REFERENCE_ONLY
W19,LS-MD-0044,audit/reports/AUDIT_FINAL_STATE.md,records/history/archive/audit/reports/AUDIT_FINAL_STATE.md,HISTORICAL_REFERENCE_ONLY
W20,LS-MD-0044,audit/reports/AUDIT_FINAL_STATE.md,records/history/archive/audit/reports/AUDIT_FINAL_STATE.md,HISTORICAL_REFERENCE_ONLY
W21,LS-MD-0044,audit/reports/AUDIT_FINAL_STATE.md,records/history/archive/audit/reports/AUDIT_FINAL_STATE.md,HISTORICAL_REFERENCE_ONLY
W22,LS-MD-0044,audit/reports/AUDIT_FINAL_STATE.md,records/history/archive/audit/reports/AUDIT_FINAL_STATE.md,HISTORICAL_REFERENCE_ONLY
W00,LS-MD-0045,audit/reports/ORDERS_01_04_IMPLEMENTATION_EVIDENCE_2026-08-03.md,records/history/archive/audit/reports/ORDERS_01_04_IMPLEMENTATION_EVIDENCE_2026-08-03.md,HISTORICAL_REFERENCE_ONLY
W00,LS-MD-0090,book/INDEX.md,records/history/archive/legacy_control/book/INDEX.md,HISTORICAL_REFERENCE_ONLY
W22,LS-MD-0090,book/INDEX.md,records/history/archive/legacy_control/book/INDEX.md,HISTORICAL_REFERENCE_ONLY
W00,LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Command_Protocol_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W01,LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Command_Protocol_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W02,LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Command_Protocol_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W03,LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Command_Protocol_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W04,LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Command_Protocol_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W05,LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Command_Protocol_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W06,LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Command_Protocol_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W07,LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Command_Protocol_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W08,LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Command_Protocol_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W09,LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Command_Protocol_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W10,LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Command_Protocol_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W11,LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Command_Protocol_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W12,LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Command_Protocol_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W13,LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Command_Protocol_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W14,LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Command_Protocol_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W15,LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Command_Protocol_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W16,LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Command_Protocol_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W17,LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Command_Protocol_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W18,LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Command_Protocol_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W19,LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Command_Protocol_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W20,LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Command_Protocol_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W21,LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Command_Protocol_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W22,LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Command_Protocol_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W00,LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W01,LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W02,LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W03,LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W04,LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W05,LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W06,LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W07,LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W08,LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W09,LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W10,LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W11,LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W12,LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W13,LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W14,LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W15,LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W16,LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W17,LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W18,LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W19,LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W20,LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W21,LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W22,LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W00,LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W01,LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W02,LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W03,LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W04,LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W05,LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W06,LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W07,LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W08,LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W09,LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W10,LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W11,LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W12,LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W13,LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W14,LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W15,LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W16,LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W17,LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W18,LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W19,LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W20,LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W21,LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W22,LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,records/history/archive/legacy_control/book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,HISTORICAL_REFERENCE_ONLY
W05,LS-MD-0109,book/Sector_Classification_Contract_LOCKED.md,authority/strategy/book/Sector_Classification_Contract_LOCKED.md,HISTORICAL_REFERENCE_ONLY
